V240001	V241172 - PRE: What does R dislike about the Democratic party [text]
316385	They lack fiscal sensibility. /AE/ I don't like that they push their social ideology and agenda on other people. /AE/ That's it. 
316400	I think they've gone too far left. 
316434	Lie and crooket, cant trust them. I DK if there is anything better than that. 
316600	They give away to much free stuff don't make you work for whatever you accomplish and want to be in your business. They make a person become lazy and depended on free stuff. They never did her any favors 
316605	its disorganized, and ineffective at communicating /ao/ leave it at that. 
316747	I am not 100% that's why I gave them 60, I can see sometimes the president brings an issue and his own party fight him on all that, 
316805	Sometimes their lack of focus/AE/ cant think of anything. 
316937	aveces es muy tibio, aveces no lo defiende con durez, 
316949	Their economic policy /AE/ Push for green energy /AE/ Rhetoric /AE/ No 
317151	Again, this is my opinion. The deceptiona nd lying, that's what I believe okay? I believe other things too, if they win the election they'll cheat to win the election. I think the last time, I don't believe that Joe Biden actually won the last election, I don't believe it, a theory, I'm a skeptic. /AE/ Not that I can think of. 
317447	Yes, they don't go about the social stance correctly. I think they, socially they cripple those in need and keep them needing and dependent on the system. And, I feel like it is on purpose to control that crowd. /AO/ NO 
317777	They're more for themselves than the people./ae/no 
317858	how much they are willing to give for welfare/ae/ no 
317863	Social issues, border issues, green energy crap, world things, like the issues with Israel right now, not amused right now, just hateful, they're just hateful. I am a registered Democrat by the way /AE/ abortion issues, just horrific /AE/ the social issues, the gender crap, hostility towards religion, there's a lot of things in my personal life that would make it seem like I would be more of a democrat, but no thank you, not anymore, dishonesty would be one of the top issues they lie about everything /AE/ No, I could probably spend 2 hours on it but I'll let it go with that 
317877	Its the way that everything has been manipulated in the Trump regime. McConnell and Trump and the Supreme court that should have never happened. 
318059	progressive anture, focus on mangining the americans lives as oposed to what benefits us as a comminity, baidicslly they think they have the only answrs and our thoughts are immiterial 
318308	they care too much about people and society. outline need to keep cutting off. they dont see what they are trying to do. kind off, they have their agendaAE/no 
318365	They lie. They just say what they think what people want to hear but they won't do it. 
318480	Their leanings on the economy and abortion and the way they are handling things with Israel and the border. 
318675	The fact that they want to put govt controls on everything. /AE/ Just the people who are participating in those policies to control everybody. /AE/ No 
318735	I don't like the fact that Joe Biden is not the one really running our country. I believe that Obama and perhaps the Clintons are actually controlling the decisions that should be made by our president. I know for a fact that the Clintons have actually carried out threats against others who were against their decisions when they were more directly involved with the government. 
318786	How permisive they have become in their alliship of israel and how they are suporting the genocide against palistine.....spending a lot of our hard earned tax paying dollars on creating bombs and warefare when we could be using that money here at home feeding our kids and our homeless and lesser to do people. /ae/no 
319050	They also vote down the party line, dont feel they have america first things being pushed aboard, to much money is being spent to help others than americas. 
319143	taxes /ao/ no 
319441	i think they play the Palestine/Israel conflict 
319509	Corporate values. /AE/ They way they're dealing with undocumented workers who deserve a place here. /AE/ They deserve a right to enjoy the American dream. /AE/ No that is it. 
319520	sometime they don't come off strong on word and fact check the Republicans and Trump , 
319535	they've become too extreme 
319800	they way they are handling goverment , economics, immigration 
319824	I think they are too soft on crime. /AE/ No 
319951	to progessive sometimes, some DEI poliies, border policies, crime, 
320013	they are iberal /ao they go agasint everything I believe /ao/ no 
320048	being not decisive ae/ not progressive enough ae/ that's it 
320049	i feel that the party has been hijacked by the extream left//ao// no 
320241	Their immigration policy. /ae/ No. 
320280	I feel like the democratic party um is too lenient on people when they shouldn't be and they're too willing to give handouts /AE/ 
320398	I dont lke how I think all the help a systematic failure, and is hard for them to get out, it makes it comfortable wheh you give so much help. /ao/ no 
320433	I dont like how they have immigration staus from Mexico and crime rates going up/ae/no 
320600	they dont get it together and they fight amongst one another/ae 
320724	what they have done to the economy with everything costing much more than iit should the border the mexican border /ao/ no 
320871	they vote with heart instead of brain sometimes /ao/ no 
320953	Too forward thinking in small factions of any issues ,moving too fast in social progression, A/E No 
320966	I don't like the ultra liberal side of the Democratic party. /AE/ No that's enough. 
321089	Most of their focuses like what was it the green plan I'm trying to think of the stupid plan they had a few years ago. I don't like their health plan because now my insurance went up, the working poor pays more /AE/ Just I feel like a lot of focus on things people can do on their own like transgender, I feel like now there's such a big focus on it /AE/ No 
321149	I don't like that they, I don't want to say that they give out handouts, how do I explain this without sounding horrible, I don't like that they make things too easy like in San Francisco and in California in general. /AE/ That's it 
321154	They just they seem to have a lot of marxist ideology right now. /AE/ Stand on abortion, tax policy. That's enough, energy policy, I mean. America's sitting on the richest oil reserves just discovered recently, and their policy is o don't drill the oil Put up solar panels that you gotta buy from china. /AE/ No. 
321345	their policy on immagration/much of the economy/ the newe proposed medicare for all/the neew green deal/ao/no 
321750	that they don't go after their goals with the same passion Republicans do /AE/ the consistent claims to change things for the better and ending up usually just being worse /AE/ no 
321795	They are collusive, not democratic in their processes, tell me all about super delegates to the conventions, power grabbing control freakism, mixed with a hefty dopse of marxism these days / ae / no 
321854	they did not get anything done / ae / no 
321882	How they're handling the rights of individual people 
322018	Government spending but it doesnt make a diffence at this point. Generally just spending and taxes and gun reform. 
322068	i just dont agree where they are taking this county/ao/no 
322464	Immigration, the giveaways, spending taxpayer money foolishily, the economy /AE/ No 
322509	I don't like their stance on immigration and I don't like their stance on welfare. Democrats want to give away money like it's water. /AE/ No. 
322529	i wish they were a little more that i'm not anti-immigration, a little stronger on immigration, more on military, wish they did a little more with the economy and bring it in control, wish they'd be a little more willing to work across party lines 
322864	Yeah when they go way to the left. Like, Bernie Sanders. That kind of throws me a little. I really not, I know so many people that are on welfare that play the system in this town, and I know too many people who apply for disability. And they're perfectly strong and get disbility. That is what I disapprove of. /AE/ No. 
322982	They also lie a good bit. /AE/ I don't like the way they handle things sometimes, like Nancy Pelosi, and some of the other people. I can't think of their names. /AE/ No. 
323181	Abortion/ae/no 
323222	too progressive policies 
323299	Lack of accountability. Their use of our tax payer dollars. Open borders. Their handling of crime. Handling of military. The DEI; climate change. I don't like the party system. 
323563	dont like all of emphass abt sex changing, teaching children in school abt sex and trans and gay 
323636	most everythig/tm/ they have turned their back on the mebers /AE/ they have abandoned the peeps and they do their own thing tyaht nobody signed up for. 
323687	That they cheat too. After I found out that Debbie Wasserman Shulz gave the question to Hillary Clinton before the debate. I don't like that. They cheat too. they are not above the right. 
323707	they are liars, they hate America and they want to guve it away; and they dont care about the citizens and taxpaers; and they proore bizaar and hurtful policies; and they lean communist; 
323876	they've gotten better but try to place nice with extreme on other side instead of going that with them, calling them out, like Michelle, they go low,we go high /ao/ that's it. 
324034	Too much government interference, They want control of peoples lives with keeping people relient on federal aid. They are pushing a socialist government which I'm definately against. They've allowed criminals to come across the border. More drug issues with the open borders. Out of control inflation. People needing to work more than one job to make ends meet. They don't support police, crime is out of control in these sanctuary cities. Increase in homelessness. I feel like we lose the pride of the being an American with the Democrats. 
324165	the favor the rich and powerful/ao/no 
324356	Generally speaking I don't like their policies on abortion, I don't like the way they handle immigration. I'm not a very political person as you can tell. /AE/ No 
324508	They struggle sometimes to have an identity which makes it a little hard to know what their stance is on topics /ae/ no 
324643	they are a shit show, other countries are laughing at us/AE/no 
324884	they the social programs, they need to find a happy medium with it like social services nobody should make a career of social services, should be limitations /ao/ that's it. 
324914	The way they are running the World/ae/Overall, the United State is in worse shape regarding inflation and all the illegal people coming in/ae/no 
325214	Its too moderate a lot of the time/AO/ Its unwilling to break norms in the same way the republican party does/AO/No 
325225	dk what 
325425	I think theyre scary. They dont they just lay down and take a lot of the things republicans do. Jind of lke theyre the underdogs 
325559	listen to much to the hard left and not to moderates. 
325591	Their len toward lean toward big government. Essientailly they make the choices and policies for everybody/AO/ No 
325792	Their position on abortion. And also immigration. /AE/ That's it. 
325892	their policies on transing children, their open border, their disregard of the budget, using the government agencies to go after indiviual people, ex like during covid trying t force covid to do a mandatory shot for the vaccine/ao/in generral the radical policies i believe they lost touch with the common man o to speak/ao/shutting down energy indepence by closing the drilling contracts the natural gas pipeline going ev is not green at all/ao/no 
326082	they are all crooks to me, they are liars and don't care about anything but themselves 
326422	Too much emphasis on abortions. /AO/ Too little defense spending. /AO/ No 
326526	Their upstructionist/centrist leaning. /AE/ No. 
326535	it seems like they completely changed and they acting more Republican than Democrat to me, all of them act the same /AE/ everyone's objective is to sell you a dream just to land in office then they do nothing they promised when they get in there /AE/ that's it 
326602	there views their policies and different actions they want to disagree with anything they are like childfren they want to disagree with anything/ao/no 
326812	I don't think that they are tough enough against the Republicans /AE/ no 
326875	Everything. /AE/ Nah. 
326928	how they handle government handouts to Low income people/ae/ the Immigration fre for all/ae/no 
327000	THEOIR STANCE ON ABORTTION/ AO / I DONT LIKE ALL THE IMMAGRANTS COMMING ILLEGALY THEY SHOULD BE DOING IT LIKE THEY IUSED TO LEGALLY/AO/NO 
327292	It is too quick to fund a solution that may not work, it is trending too far to the left, it is not provided the outstanding candidates that we need. 
327329	I don't like how the immigration situation is being dealt with, I believe we have been bringing too many people in and not being able to provide fully for the people that have been here/ae/no 
327514	Their politicians. /ae/No. 
327543	I feel like they're pro immigration, like they want immigrants into the united states, whereas the republicns are more against illegals. At least from my point of view it seems like the democrats want illegal immigrants. /AE/ Nope. 
327609	We tend as a party to be very disorganized and not focused but when push comes to shove we manage to o=ganize and focus but i feel like we alway are on verge of falling apart again /ao/ no 
327856	in ability to adaptt and change. just to stead fast. 
328123	tend to cater to the fringe, immigrants who are not patriots, the disruptive immigrants come from the middle east and try to split the country over religion, specifically israel who is our #1 ally. Democratic party is constantly pushing away from Israel 
328163	economic policies / ae / immigration / ae / policies aroung sex and genders / ae / no 
328240	i know theres alot of talk about immigration and talk abou our borders being ope, from an outsiders perspective, theres got to be a better way to help others in need, while still protecting those who live here; Im not sure they have the right plicies at this point; 
328450	giving money away, student loans debt forgiveness, youe need to pay, our taxes should not go to pay for helping out. Money should go towards elderly people like school taxes. /ao/ no 
328506	They don't tell thr truth. And they're making too much out of the minor gender issues. And they're letting too many illegal immigrants into the country. /AE/ No. 
328537	I don't like how they think that everybody is entitled to a free ride, i don't feel they give working people the proper benefit of working, it seems like that those who don't work benefit more than those that do work 
328683	Immigration policies. Israel right now. /AE/ Helping Ukraine /AE/ 
328812	Well you know the definiton of democracy is two wolves and a sheep voting on what's for dinner. We are not a democracy we're a Republic. /AO/ No just in general. They are leaning towards socialism. /AO/ No 
328824	stands on moral issues, 
328904	Joes Biden 
328984	Abortion politics / ae/ handling of the border / ae/ no 
329059	Their views on abortion. Their foreign policy. And how they've done immigration. 
329136	that they are closet racist / no 
329404	Basically when the y come up with different agreements they should come up with right stuff and be righteous instead of just doing stuff. Be righteous with it. Everybody live by the rules and everybody be righteous. ao/no 
329522	it takes them forever to make up their minds /AE/ I'll leave that one there too 
329659	lack of backbone /ae /continueing coorperate with coorperation /ae / lack of funding for government programs / ae/ no 
329714	Not assertive enough about pushing forward on their policies and proposals, Joe Biden could use more executive powers /AE/ No 
329721	postion on immigration, abortion/AE/no 
329726	the entiltements that they support, rather opprtunites for prole to get educated don't care for forgivenenss of studnt loans ae no 
329850	their policies are not good for the country 
330021	repeated failures in execution ae/ i think speaking to that they are disorganized ae/ they seem ineffective ae/ no thats it 
330139	I think they're corrupt, I think the president and his son should be in prison for treason and espionage. /AE/ I think the entire white house and everyone in it should be removed and replaced with new people. I think Democrats should remember this is a democracy and put their hand across the isle and play ball rather than fight everything. That's it. 
330186	I think their failure to follow through on some of their more well-intentioned policies, and I'm probably slightly more left of them in my political tendancies. /ae/No. 
330331	Don't care for the party to him puts the needs of the few in front of the needs of the many. This country was based on a Republic, for the people, the majority, Democrats want to give all this transgender crap, everybody can get their sex changes and all the rest of that. Had to deal with it when her daughter was in public school, children don't know what that is, teacher's and staff shouldn't be teaching that, girls are girls and boys are boys Democrats like. Has Democratic friends, some are very liberal, no such thing as govnt free cheese, don't beileve in all the handouts. The DNC is pushshing things down their throat, forceful that they have to these things and if they don't someone cries and that bothers him /AE/ No 
330348	Pandering, 
330404	I think it's too heavily controled by big business/ae/no 
330587	I think they could be more liveral on things like the economy, i son't like abolition of the death penalty was removed from theryre platform recently, and i disapprove of their foreign policy especially with regard to the death toll in Gaza 
330648	se quedan muy callados; 
330767	I find them to be very inaffective in their communications with the general public. They often seem to be on the defense against the republican party. And they fall into political traps which kills their overall ability to show the american people what they are doing, what they stand for, who they are. /AE/ I dont believe that they do enough when it comes to the important policies needed in the united states that they claim to what to help with. They are slow to progress, ummm, pandering ultimately to many moderates. And they fall too deeply into identy politics often sterotyping their constitutes. /AE/ no 
330824	They are a little loose with finances. They lack restriction in budgetary finance/ae/no 
330886	i dont like there they havent been truthful with their word i dont think biden and harris are ready to make america great again/ao/no 
330896	somethimes they dont fight hard enough/ae/no 
330993	inmigration policy, giving money away to other country, oils restrictions, brings price up, they lost control 
330996	Abortion/tm/its totally wrong/ae/no 
331126	they might be a little too open for foreign policies and not like the people that were affected by the hurrican I think they could have been helped better /ao/ bringing so many refugees over here and helping them right away. that's it. 
331168	their stance on border control and their stance on gun rights 
331180	The modern party, their immigration policies which includes their border policies. their monetary policies which includes their tax policies. Their Energy policies which includes the new green deal policies. Their supreme court policies, which includes packing the supreme court via Roosevelt 1936. Abortion policies, which includes unfettered abortions even up to the time of birth. /AO/ Oh, hold on. Their civil rights policies. And thiei voting rights policies. Which would include their opposition to the SAFE Act. /AO/ no 
331265	How they seem condescending and how they seem fake. They just seem very fake. /AE/ Nah I guess that's it. 
331304	There's a lot of talking and not much action, and a lot of times I feel they, they look like and act like Republicans in that sense /ae/ no. 
331503	condoning everything, but knowing people and police defunding which is very crucial they RE OK FOR CITIZENS TO OPOSE POLICE WHICH IS THE Main reasson why RE Ntion is flling apart, they are very soft on crime, LLOWING CRIMINALS TO GET wY WITH MURDERS AND RAPES WHICH IMMIDIte stop and must end.ae/ overALL THEY are poluting OUR SOCIETY, AND BRAINING WASHING PEOPLE WHICH MUST BE PUT TO AN END/AE/ YOU CAN'T CONDONE FOR WHt god said has forbidden and the democratics are dibliberating so/ae/ is your born S mN OR FEMle you should love god for it and embrace him for being healthy, democrats instead emphSIZE YOU HAVE A CHOICE TO CHOOSE YOUR GENDER/AE/OUR NATION MUST WAKE UP/AE/THAT'S IT AND as fR AS CRIMES PUNISHMENT SHOULD FIT THE CRIME, THERE IS NO WAY A MURDER/RAPIST SHll receive mitigTED SENTENCE FOR WHt they did and thAT'S WHAT DEMOCRATS ARE DOING/AE/ 
331565	Their crass ideas of trying support defund the police, which, yeah you got your bad eggs in the image department, they should have better screening on them. Don't get rid of the police, they're protecting evreyone and they're trying their best. /AE/ Their situation with trying to keep bringing in immigrants. Doesn't mater what country but, can we please have a vetting system and not give them this that and the other thing, and they're telling their relatives they're getting the good stuff. And they keep coming over. /AE/ No. 
331714	You don't like the game, we need the democratic billionaires to beat the republican billionaires, and I just wish we didn't need billionaires. 
331834	THey want money 
332094	i think they give too many freebies for people that don't work, and i don't think they take a strong enough stand on immigration 
332687	To me they are not doing as much as they are saying and as they are supposed to they say a bunch of things and they dont imporove our situation and out economy. /ao/ thats it 
332721	their pro choice/their stance aon immagration/ao/no 
332912	i think sometimes they could bes tronger and mroe coordinated and unified on policy positions that are /ae/no 
332958	They're idiots, they wanna give up shit we shouldn't be giving out for. There hasn't been a greatest president since Regan. He misses Regan. /AE/ No 
333005	I don't like that they would have abortion until birth /ao/ don't represent my religious beliefs /ao/ I don't like their lies /ao/ that's enough (hey tell the biggest lies I've every heard.) 
333335	the willingnees to help other people and they are putting their before americans 
333344	A lack of follow through, but that's not the word. /AE/ Inconsistancy in their stances. /AE/ NO 
333458	They have gotten away from working towards helping the working class famlies. They are unwilling to work with the republicans to make life better for working class people. 
333687	There's nothing..I find them to, the loudest part that politicians pander too, i find them to be dishonest. I think they would do anything for power, I don't think they care about any of us. I think that is why all the people in that party that I found respectable have walked away. And I think that all of the policies that they try to push are inflamatory but for the most part wildly unimportant. What I was trying to say is they keep pushing all of their policies towards the loudest part of the party, their constituants as it were. They pander to activists and do not worry about what the average people have to deal with day to day. I also think their rehtoric is boring, unimanginative, repetitive and kinda gross. /AO/ No 
333718	I don't like that they are pro-abortion and I don't like that they print money like its tap water. They to are out to fulfill their own agenda and not the agenda of the people. 
333756	I don't like neoliberal politics/ae/I don't like when they ally with corporations/ae/no 
333773	I feel they dont care about the middle calss and protect our oney they want to give it away to people who are not necessarily working for it. 
333861	they could be a little vmore fprceful/ao/no 
333889	their decisions / ae /no 
334064	a little bit of everything/ao/no 
334077	it seems to me that they are not honest with the people, they are no longer with the people, 
334153	they do everything in the wrong direction, they don't agree with anything and everything that the republicans say 
334509	I don't like any of their positions or policies that they stand for and to them compromising means giving it all to them /AE/ I don't like teir stance on immigration, abortion and lack of fiscal responsibility. /AE/ I don't like the candidates that are running for president and vice president /AE/ I think that's enough. 
334591	They are a little, they've moved towards the center and they are a little beholdent to wall street. 
334700	I think they're soft /ao/ that's pretty much it. 
334801	Everything/AE/no. 
334817	the way the manipulate the media/ae/hipocrisy/i think they tried to kill Mr Trump twice./ae 
334823	Sometimes I think they need to be a little more aggressive with opposition. 
334906	i odnt quite agree with how they treated bernie sanders in the past i wish they would have given him more support when he was running/ao/i also wish the dems would be a bit more aggressive in their tactics when it comes to campaigning and connecting with the us population/ao/no 
335043	representation having younger people involved if you are able to join military between 18-39 yrls old and if you are able to represent this party at that age yo ushoud be able to represent the country at that aga as well. 
335208	Well recently they've kind of fixed it. I feel sometimes they get in their own way. They don't take risks, they don't react quickly to situations. And up until recently they haven't been really good about addressing bullies. /AE/ No 
335285	they don't answer questions that are asked, they beat around the bush. and what they state is not true//ao// that's it 
335388	Abortion policy and general handling of money. A/E No 
335445	how they are handling the isreal palistine conflict 
335580	They are trying to push fake news and an agenda to try and control the country/ae/no 
335760	We don't have enough time. Primarily their social agenda, and we'll dig into that in a little bit. Their stance on abortion, with little or no controls; their willingness to push woke ideology; their willingness to promote racism through backing socialist organizations such as Black Lives Matter; (I've got to look up the term): their willingness to support Critical Race Theory; their soft on crim stance; their willingness to look the other way while illegal aliens pour into this country; I'm going to rephrase that: the way that they have created an environment that promotes the increase of illegal aliens crossing into the United States and remaining here; their attack on manhood and womanhood - and I'll further explain that - their unwillingness to define what a man is and what a woman is; their promotion of man and women's sports; their ideas about globalism. To expand on that: creating an environment that weakens the United States position on the international stage, militarily and financially. I think we'll stop there. 
335788	They are not helping us they are againt us 
335830	Currently I do not like how they are engaged in multiple wars over seas/and I dont like the talk of people voting without valid ID/AO// 
336173	They are for an expanisive government, higher taxes, much better at manipulating than the Repubican party/ae/A lot of policy positions that i disagree with./ae/no 
336184	I am concerned about the position on abortion although I don't have a resolution for it..I'm not sure where to go with it. Ummmm, I am also concerned about their position of third world countries, especially countries that are dealing with famine, and internal strife. I am also concerned about their slightly imbalance toward their position between Israel and Palestine. 
336278	Again I think it comes down to the individual that represents the stance and the party. There are some things that I feel I like less because I'm more conservative. /AO/No 
336325	I'm a gay man, they used the gay community, everything ethnic group but they didn't do anything for them 
336728	I think that sometimes the democratic party is too dependent on what we might call ostal elites and the party doesent always think about building support from all parts of the country. A/e 
336818	I don't like that they don't empasize that you must find a way to give back to this earth. You can't just use the resource and try not to give something back//ao// he would does not work doesn not eat unless you are handicapped in someway//ao// I guest the fact that abortion should be on demand as a convient factor, I think it's very wrong//ao// I never see a plan to even try to pay back our national debt that will soon econ. overwhelm our country. I don't want to hear what they are spending it on, I want to hear what they are going to cut//ao// that's enough 
337080	dont like stance on what done border, not protecting people, border patrol, something better could have been done. economy, wars w/russia. funnel so much money to other cntries, not enough focus here. democrats dont really care, gas was expensive, groceries 
337094	They are still politicians/ae/no 
337211	politicized/AE/don't trust them/AE/no 
337374	i agree that people can find there having wanting to be idified in the world, I think in sport competion , I think individuals that have reached pubety a a male should not be allowed to compete with against females regardless of their current testerone levels 
337421	Facilitated genocide even though both parties have done that, liars even though both parties are, suspicious /AE/ Their alliance with Isreal /AE/ No 
338080	probably over spending and overtaxing /ao/no 
338306	the border problem 
338347	acting slow on immigration, not being forceful enough related to open Supreme court seats/ae/certain Dems going against ISrael/ae/wild Policies from the far left, appointing an atty general who acted very slowly against cases related to the former president Trump 
338419	Stances on health care and current foreign policy/ae/immigration policy as well./ae/no 
338430	they want the borders open. they want to take away everybodys guns/ae/ they are sending Millions of dollars to foreign countries that are not our allies. which is causing Inflation/ae/they're using taxpapyers Money for illegal Immigrants who are flooding the country/ae/no[CHAR(13)][CHAR(10)] 
338443	i don't like the way they promise things and then don't do the the things, and then when election time comes they say they're going to change things, but they didn't change things last time around 
338533	They get in their own way with their policies, they can't seem to execute what they say they can execute. I was very participatory in the election process until I saw how it actually kind of works with the last couple election cycles partucularly with the last few primaries. I was a huge Bernie Sanders fan whether or not he could have gotten done what he said, but then he got railroaded. I thought I would have loved for him to be president but then he got pushed out of the primaries b/c the party didn't think he would be electable and thats where the turn started for me. 
338645	their spirits are jot that high for voting 
338934	border secutiry issues, abortion, sex changes for criminals, making high school girls compete against male hormorne grls, 
338937	they can be misleading and ther's also some division thers and somtime the peolple in the party are more moderate 
338939	Its still unfortunately making decisions based off of corporate power and struggling to go about any real change . 
338976	Too liberal, sometimes polarized, sometimes more emotion-based decision making versus logic and ration-based decision making. /ae/ No. 
339072	Trying to figure out how to word this... thier policy shift over the last 20 years is completely opposite of where they started from /AE/ Yes, their incessive determination to flood our country with illegal immigrants from the border and they have no care about it /AE/ Their insistance on political correct language how easily they're offended that you don't use it /AE/ That'd be it 
339331	Represent Marxism 101/ae/no. 
339335	Stance on abortion, stance on transgender issues, their stance on the border, their stance on guns, gun control, their berating of law enforcement /AE/ No 
339452	They are to extreme with everything they do. a/E no 
339478	their socialist views, their socialist economic policies /AE/ their ultra liberalism where their hard left so to speak /AE/ no 
339506	their policy on the war in gaza/ae/they tend be ineffective with good ideas but I dont see alot of change happening /ae/ no 
339666	It's kind of the same things I said about Kamala. Don't agree on their abortion views, the way they handled the border, foreign policy, money being given to other countries, how they handled the hurricane in North Carolina, the economy. /AE/ No. 
339808	Poor budgeting, I feel like money goes to things that aren't a pressing concern. /AE/ No. 
339850	I think that we need to stop pussyfooting around people's feelings. I feel like the Democratic party is always trying to please everybody/ae/no 
340121	I think they have become more controlling, less supportive of first amendment rights. Their woke idealogies have gone over the cliff as far as I'm conceerned. One thing that is probably big for me is 2nd amendment rights and that's never set right with me. /AE/No. 
340249	yes i dislike both parties economics of bot parties/ao/no 
340828	they get too radical at times and obsessed with identy 
341028	The whole thing. I don't agree with any of it. /AE/ no 
341414	Ijust wish they would stand up and fight for the Democratics more instead of giving in a lot easier to the Republicans. that they let a lot of things get by and we need somebody to stand up for us and they are not representing us appropriately 
341439	Follow the money. 
341524	They tend to push to be a little more moderate to be more paletable for the general population. I don't think that we need moderate in this country at the moment so I don't like that. /ae/Not right now. 
341749	I DONT LIKE THE WAY THEY PICK THEIR CO=ANDIDATE THIS YEAR/ I DONT LIKE THAT THEY DID NOT A HAVE A PRRESIDENTIAL DEMOCRATIC CAMPAIN AND THEY SHOULD HAVE GONE THRU THE PROCESS BY THE american people should have ahd a choice of who thy are foing to pick/ao/no 
341784	I think that Democrats want us to pay way too many taxes. /ae/ No 
341794	just don't like the way the country has been run by the Democratic party, as far as the economy and the way the Covid was handled, that really hurt our country, I mean that's changed it forever /AE/ like I said just their overall decisions that they've made have not been good for our country /AE/ I guess that's good enough 
341865	their views on abortion, gun control, the amount of handouts they give or advocate for, their attacks on the wealthy when it comes to tax policy, they don't see to be too business or corporate friendly AE some of their policies on gender identity that sums it up. AE no, that's good for that one 
341916	They don't stand up for the American people good enough, the lower class people those with less money, they stand up for the rich people /ao/ no 
342160	Como llevan la economia, no me gusta el gasto /AE/ La inmigracion, no me gusta como llevan la inmigracion /AE/ Principalmente esas dos, las economia y la inmigracion y que meten mucha mentira /AE/ No hasta ahi con eso hay para ampliarlo mucho 
342163	Dishonesty, not really the party just government in general /AE/ the witchhunt /AE/ No 
342520	sometimes I think they are too lax about enforcing justice amoung crime fighter, policeman, judges and lawyers//ao/ that's it 
342539	they don't protect the borders, they celebrated open borders, celebrate abortion, devalues the right to life, they're divisive. they're main goal is to stop DT, not the good of the country, there are several members that are extremists, they look to take away 2nd ammendment rights, high government spending, no fiscal responsiblility, insider trading, their foregin policies have been nonexistant, they allowed aphghanistan withdrawal failure, where too many service 13 members died, and they left equipment which is now in the hands of Iran, they've pushed the political witch hunts for DT, and made up indictments, targeting lawfare against a political opponent 
342690	dont think they go far enough, promises unkept, usually propolicing 
342720	at one time i thought they were for the middle class, but i have come to realize that is not the case. This question is in reverse with the other about what is liked and not liked 
342810	Pace and slow. 
343051	the fact that they are too free on something, they should be more careful no to be so given, and more restritions and more careful about the things they approved / ae / no 
343215	They cripple the non working party, the support they give to the non working party AE 
343223	I don't agree with their immigration policies. /AO/ I don't know if it matters but part of that has to do with a personal family thing. My neice met someone online who lives in another country and she wanted her to come here to visit, and it took more than a year for her to get a three week visa to come and visit. Well that was just last year, so it's kind of a recent thing and she is trying to get her a permit to come here and live because they are going to get married and she still hasn't got to. So she has jumped through all the hoopes and she still hasn't got approved. It's not fair. All these people can just come on over and they are denying her to come here. I just don't understand that. /AO/ no 
343288	 Its views on abortion. Its criticisms of the Supreme court. Excess spending. 
343512	they're pro abortion, they're not fiscally responsible 
343651	What is there to like? /ms/ our borders are open, crime is through the roof, we're giving millions, billions to other countries, and only 750 dollars to our hurricane victims, which is ridiculous /ae/ no 
343703	Everything they stand for. A/E The border issues, abortion, Gender Id issies. A/E No 
343797	they pretend to be for the little peopl,they talk from both sides of the mouth, they way to the left and I dont belive the country is that far to the left, I dont apreciate the woke of the party, and the accomodatation that all have to make for a small group of people. 
343884	I think that as inclusive as the Democratic Party is with the LGBTQIA+, they also are promoting it tochildren which I do not agree with. 
343894	at the state level that have too much power in Illinois, it's not true in Illinois, there's a difference between the state level democrats and the national democrats. In terms of gerrymandering and truly ensuring that the elected officials represent the population and providing equal voting access, on a lots of issues i'm further left than the democratic party 
343910	It's supposed to be big people and little government and it's not and the democratic party exasperates that /ae/ No 
343932	I think they also have alot of corporate interests and they are slow to act when they have a majority/ae/ 
343994	like the Republican party it can be very partisan when it comes to certain issues /AE/ sometimes not willing to compromise /AE/ no 
344010	I don't like how they can get particularly extreme in some regards due to maybe public influence, or um social media influence. Other than that, no. /AE/ Not at all. 
344206	I don't like the way they do things, they're always hiding behind somebody. /AE/ No that's about it. 
344207	I feel that the democratic party likes to keep people on the plantation. They have set up a welfare state so that people who have to get help from the government become dependant on the government and dont set people up for success. The democratic party likes to spend money that we dont have./Ao/ They make bad policies/AO/ No 
344251	I thnk sometimes the D party tries to push isssues that doesnt need to be push , its pushed to soon/ae /no 
344295	Sometimes they're too progressive. /ae/In general, goes back to foreign policy, in general, I feel their foreign policy is lacking--they're too progressive. I think at the federal level, foreign policy is very important, not saying they shouldn't do domestic work, but I do believe that a lot of domestic work belongs to local and as long as funding flows from federal to local, local government can take care of local issues better than federal can. /ae/Goes back to them being progressive, sometimes I feel the democratic party they're not as solid. They don't give off a sense of foundations and principles that Republicans might have. /ae/ No. 
344307	I don't think they are for the middle class. /AE/ no 
344332	a lot of middle of the ground stances /ao/ trying to get everyone on the same page when it's just not always possible /ao/ that's it. 
344826	They don't always tell you the truth. They tell you one thing, and then they don't do it. 
344977	i trhink the democraticd party could be more agressve in their party and they can become more ruthless and the democratic party holds back and it hobbles them because the republican party does alot of underhanded stuff/ao /no 
345194	I don't agree with their stance on Immigration. How they are spending the United States money or abortion. /AO/ Well so, there are things like when I watch the debates, there are things I see that I can think, I can see their position, I can't think of specifics, but there are things I can see their stance. I just don't agree with their over all position. /AO/ NO 
