V240001	V241110 - PRE: What is it that R likes about Democratic Presidential candidate [text]
324884	she appears to want equal across the board with middle class people (they don't say that though) /ao/ she' more presidential, character, speech /ao/ no 
325214	Her views on reproductive rights/AO/ Some of her economic plans/AO/ Thats mostly it 
325225	because against trump 
325278	She follows though with things in the pst and good programs in the past. 
325425	When it omes to womens rights a far abortions an theirright to choose beingpro choice. Shepromises to help first time home buyers with that 25000 graant and tha twould be nice because I plan to by a whosewithin the next 3years. Shes trustworthy seemingly. Shes a woman and african american woman, not the main reason but one of the reasons. 
325465	She is for women's rights. /AE/ No. 
325529	Her gnder I believe a vote for her would be widening of our view of what a prez can be. Trumps views are widely recognized and he gets platformed prevasive in the media and she counteracts and he way about goining about things and her methods are different from his 
325559	responsible. listens, everthing i heard about her indicates that she is for the peopple. 
325591	Her immagration policies/AO/ Um thats my most important one currently 
325792	She's not a bilionaire. I believe that she would better represent my views with a few exception. /AE/ That's enough. 
326422	Transparency /AO/ Sincereness /AO/ Energy /AO/ no 
326526	The fact that she isn't Donald Trump. /AE/ No. 
326797	shes not trupm/ dont love harris, but much better option than trump 
326812	She's not Donald Trump /AE/ no 
326877	I liker her attitude and just the way she presents herself//ao// no 
326904	I believe that she is a truth teller, she is gong to stimulate the economy. She has an eye on other countries that are war torn right now and to help resolve those disputes in a way that she, as an attorney, has a way to look at both sides and mediate/ae/I just like her positive demeanor and focus on all of the United States/ae/no 
326928	She's female/ae/ more liberal views/ae/she 's not been charged with a crime/ae/no 
327292	Credibility. Policies 
327329	I would say the stuff I've heard her talk about, making things better for the working class people, that's it, that's the big thing, what they can do for the working class/ae/it's been kind of rough for business and things like that/ae/no 
327381	I've read about Proposition 2025 its not that I am for her views, I am against the other party's views 
327431	She is for the people. She wants to protect Medicare and Medicaid. She wants to reduce illegal immigration. She is for women's rights. Wants to lower prescription costs. /ae/For all the people, dem or rep, black or white/ae/Wants unity for the country/ae/No. 
327514	Reverse Roe versus Wade, or put back Roe versus Wade--she's pro-abortion, and helping the economy for the middle class and her leadership ability. /ae/ She's not a convicted felon, and she understands and honors the Constitution. /ae/ No. 
327609	Im exicted about the fact that we have a woman running for president and especially because i think because her being a owmen of color is someting that is needad as we are moviing in a future of such a diverse america that we need someone like that in leadership ./ao/ im very excited of her show of what she is doing. /ao/ And i also relaly like her vp choice he is someone people can realate tohim. he was in military he was not an officer but was only =enlisted. /ao/ because im democratic she will continue with biden ideas and help with the environment. /ao/ no 
327799	she i a woman she a mixed race woman educated and accomplished she has all the aacomplishments, she has moved up the ranks and knows ahow government worl=ks and she will respresent the advancge american./ao/ she really handled herself well in the debate and she really deserves to win/ i would like to see her in the white house/ao/no 
327856	her platform for green energy. 
327994	She's a smart person. 
328240	i would say I feel like shes coming with a fresh perspective, new ideas and wanting to change a lot of bog business practices; theres alot af bog coperporations who have alot of tax breaks , leaving the middles class with less and Im hpng she can bring change to that; I feel that having a woman will not only bring hope for alot of people, but also being a woman of color will bring alot is recognition to our culture, because what has been in office has been alot of older, white men; i also feel that would also transpose to foreign cpuntries as well; alot of courntries look to us to see how things are goin, and us being progressive enough to have a colored, multiracial would be benficial to growth in our ,,, poeple look at us diferently, with negative views, an hipefully this will be someng difference. 
328450	a Democrat, all based with me is given too much money away. /ao/ and we pay for it. 
328683	I have heard, her plans on what she would like to do for people, her stands on abortion and her stands on people who would like to start a family. /AE/No 
328840	Her ideas align with mine. Nothing specific but my ideals do not alighn with Trump./AO/ no 
328904	Strong black woman. 
329522	she's smart, she's younger, she has her act together, she actually has policies, other than that there's no particular reason /AE/ she's not Donald Trump /AE/ no 
329714	She's intelligent, she's logical, she can't be pushed around, can live with policies that she would impliment /AE/ No 
329726	her expressed desire to bring the cuntry together, willingness to listen to those who don't agree woith her, her belief i the constitution ae thats a good sumaruy 
329827	Everything about her 
329896	she stands for right, she is not convicted of any crimes, she stands for all of the people and she is honest, mostly she stands for all of the people and she doesn not come across biggott//ao that will be all 
329992	Cause she is the first African-American woman running for president. 
330021	se is a clm person, seems compassinate/ae collected ae/ thise are the three big ones, a good demeanor/ae agree wth her oicy stnaces ae/ thts it 
330071	she is um she wants to help the middle class where the Republicans and Donald Trump want to help the rich and I think that some of the wealth should trickle down to the middle class and beyond /AE/ that's it 
330186	While she may be potentially flawed, she mostly seems likely a decent person, and I'm largely alligned with her policy stances. /ae/ No. 
330360	I believe she's very honest, I thinkk she has an excellent plan for our future, she's understanding of the need for immigration, she's for abortion and women's rights, I respect her /AE/ I can't think at the moment. 
330404	She's a woman of color. And she's not Donald Trump. And i'm sure there's lots of ways she's well qualified/ae/no 
330469	inteligency, autenthicity, decency, experience, ability. 
330587	i think that in the same. liberal policies make more sense for the good of the country 
330648	que siempre sale ella muy segura de los esta siendo; y siempre sale con una actitud muy positiva; 
330767	That she is not Donald Trump. And I like the way she speaks. She brings back some level of education, politeness, umm, realness validity to the polical process that is voting. Umm, but policy wise I don't have much hopes for her. /AE/no 
330824	She cares. She understands that where we are at currently, we need to adapt. And she would make a quality decision for a Supreme Court justice. /ae/no 
330896	I like her policies, the thngs she says she wants to do but truthfully the biggest reason is to put it against Trump/AE/No 
330993	Womens rights 
331126	stand by her values and protect some of our rights as women /ao/ 
331168	the fact that she is not donald trump/her stance on lgbtq and her stance on being pro choice 
331305	Sticking up for the middle and lower classes. 
331714	She's not Donald Trump. I will vote whoever is runnign against Donald Trump, it really doesn't matter who it is. She was against the legalization of marijuana as a prosecutor in california, I didn't really like that, but she's not Donald Trump so I will vote for her. 
331869	yea for sure shes a feminist , which i do think that being the first female president is very powerful and inspiring ./ao/ thats it 
331969	Mostly I hope that Harris wins because I never seen any one who volunteers to run for president who is a felon and Trump talks crazy so I'm not interested in that. /AO/ No (added after going to next question) I would like to see Kamala Harris because she would be the first woman president. /AO/ No 
332094	hoping she's going to be more sane and help everybody, she says shes going to go more for middle class, she doesn't really have a track record, of my choices i feel she's the better choice 
332272	She is a responsibly candidate and is not donald Trump, because donald Trump is a cacus creator/ae/no 
332433	her policy ideas on immigration, economy, women's rights 
332751	She seems organized. /AE/ She's like pro women. /AE/ No. 
332912	many things/tm/ she is experienced, intelligent, she is femal, she is a woman of color, i believe she understands the domestic and foreign policy, she has actual plans, and criticallyy she represents to me a functional democracy which donald trump does not represent/ae/ no 
333314	she is very intellegent she is experienced, advocate for children and the american philosoply and i think she is a leader 
333344	Her peers and the majority of her stances on the issues. /AE/ NO 
333718	I think shes a smart lady. 
333756	This is not a populartiy contest. This is a chess game. Nobody is going to give me twhat i want except a Democrat. I don't believe the person that wins the presidential election has a lot of power in the United States. Congress runs thing for us. I know nothing about Kamala Harris. She is new on the scene. I do think she has a better team./ae/It's pleasant that she is a woman but I don't think that will help the election./ae/no 
333861	womanes rights/ao/that i think she is more truthful/ao/very quilified/ao/no 
334591	Everything is the opposite. I feel she is fairly honest as far as politicians go. I agree with her agenda in general. I think that she would stand up for peoples rights and health care. I don't think that health care would get worse. and the environment. 
334700	She does have experience, she's a female, vice president, she's younger, seems more inteligent, /AO/ no, 
334823	Shes for the people. Shes real. Shes younger. Shes got a lot of energy and shes learned a lot in those four years. 
334906	her experience in the public center and her law legality, also her views and party alignment/ao/i would also like to see a female person of color as president min my lifetime/ao/i think her VP is a good choic/ao/no 
335043	diversify, being able lto have somone who is 59 years old a lot of people in senate and house of rep that are old and it sounds strange but she is younger and will have a better reach to younger people like myself and she is a woman and it is always better to have more .. to get the strongest opinion. 
335208	Man, I don't want to be flippant but she is not Donald Trump for one. She has a record of being tough when needed and she has a law background so she is well versed in the law. I think she was an attourney general. /AE/ No 
335445	Kamala is more intelligent, don't disagree with any policies or proposed policies, her view on women's rights to chose choices for their body, like proposed tax policies, immigration 
335788	she cares, and she wants to help people, she is about helping not taking. I think she will be a good president. 
336184	I think that she is more respectful of people and their needs and their aspirations. I think that her focus on raising the middle class is commendable and appropriate. I think she does have a leadership quality that her opponent does not. I appreciate her commitment to the military. I think that her econmoic policies would be more beneficial for the country. I have some trust in her that she will updhold the Consitition and the laws of our country. I like her position on NATO (North Amercian Treaty Organization) as a cooperative. And I think she is unafraid to address our racial and cultural issues. 
336525	So her, I guess I used to, I was impressed with her when she was in the Senate /AE/ just the policies that the current administration has I agree with /AE/ No 
336728	I think she has good experience in politics and generally has good policies and she supports our constitution and the rule of law and fair elections.A/e 
336826	Her policies, the way she carries herself, her decency. I think she's pretty close to a complete package when it comes to political figures, she will have been in all 3 branches, judicial, legislative and executive when she's elected. I think she's extremely well qualified. /AE/ No 
336978	Her policies /AE/ I'd say she likes the people /AE/ No that's good 
337094	She's not Donald Trump/ae/no 
337374	she has cool head under pressure, appears to me that she can put aside her peronal view points to dowhat is best for the greater number of people, aultrisim is missing in America politics now days 
338080	she seems like a good person morally /ao/no 
338097	she will be our first female president, we will be making history 
338238	Her policies, her attitude, her commitment to this country, her choice of VP candidate, she has experience at all levels of government, she has been a prosecutor, she's been Vice Presidentfour years of experience at the highest level /AE/ No 
338347	pro choice/ae/to appoint a supreme court and It be a liberal/ taxes are up for change, new tax brakets/ae/ no 
338419	If her affordable housing plan...if she actaully follows through with it. And the environment.../ae/no 
338599	Well. I think the only reason i'm voting for her is that i don't want to vote for Donald Trump. 
338645	she is a black american woman 
338843	Her decisiveness. Her energy. 
338937	her policies, her humanity, and mainly human rights 
338939	Shes a good , you voted back in 2020 . 
338976	She is respectful toward all, open-minded, uses words not war, and progressive. /ae/no. 
339168	Like the way she presents her self and be good for president. 
339480	what I've been hearing, she's trying to help with the grocery prices, gas prices, even our wages at work /AE/ no ma'am 
339506	she is not Trump (#1 reason) /ae/ her Policies more closely align with my values/ae/ 
339850	She seems genuine/ae/I plan on doing more research on her. /ae/no 
340121	I would like to see a woman and a even a woman of colour get in at some point but I don't know that she's the woman I'd choose. /AE/No. 
340249	i like her stabce on alot of topica/ao/she seems competent/ao/she is younger and a person of color ND A WOMAN WHO UNDERSTANDS PEOPLE AND SHE SEEMS MORE INTUNED TO WHAT IS HAPPENING IN OUR COUNTRY/ao/no 
340828	she not donald truymp 
340910	I think she has American values at the center of her policies and cares about American people as whole /ao/ her motives are sincere and not self-motivate /ao/ no 
341119	her mannerism, the way she prepares herself and she really doesnt isnt negative about who she is running against, not like trump very mean to the candidates he is running against/ae/I dont know that much about her, i think a lot of her time was spent in CA, just the way she talks communicates with her people her team, think shes straightforward i think she will really try/ae/ cant think of anything else 
341266	believe she's a strong candidate and she's for the people 
341524	I like that it would be the first woman president. I like that she has experience as the vice president, I don't know that much more about her, there's some policies of hers that I don't agree with in the past but I can't really think of any specifics right now. /ae/ I like that she's the Democratic candidate. I support her being chosen over Joe Biden for that. /ae/I think she's just a better candidate overall for President than Donald Trump. /ae/ No. 
341604	i think she has a more realistic approach 
341784	She's not Donald Trump /ae/ She's a Democrat /ae/ no 
341794	You know, it'd be nice to have a woman president but the Democrats, I'm just upset with, their just not making the right decisions for us /AE/ not really 
341846	She seems strong. Knowledgeable. Positive. Shes a democrat 
341906	She is supporting women's rights which I believe in /AE/ No 
341916	that she's a woman /ao/ not particularly 
342163	Her vice president and her age /AE/ Her experience /AE/ No 
342520	because she is united a wide a varity of situations one she is a woman two she is of color three is color the spectrum of fornors, she too me she covers that because she has forgein parents and she understand the working people of this country, she understands what they need/ao/ that will do it 
342690	her everything, policy, specifically womens rts, immigrants rts, ao/most of her policies, tax 
342766	new face, young, we need a change, AE NO 
342810	Experience. Policies. 
342862	She's a female /AE/ No 
343215	She was working class AEHer outcome on tax brackets AE 
343223	As a women, I umm feel that it is the right of woman to choose abortion if they want or need it. That is one of the things that could make me want to vote for her even though I'm beyond the years of needing any of that. /AO/ No 
343288	I like her foreign policy and I'm generally ok with raising taxes on the wealthy. I think her. Compared to Donald Trump she is much more presidential in her demeanor. 
343512	she's truthful 
343884	Some of the visions she spoke about during the debate, like her, what she wants for the nation to be equality for everyone, equal opportunties for everyone I do align with that. 
343894	well, she's not Donald trump, she's younger than Joe Biden,she has more energy than Joe Biden 
343994	she has a brain, I trust she can make solid decisions, I agree with her on many issues, I think she is a leader /AE/ that's good enough 
344010	She is a woman of color, again I mentioned that my [REDACTED FAMILY MEMBER] is african american. And as a woman I feel that putting her in office will help further the advancements of equal rights, equal pay, and most importantly in my opinion, the use of power when it comes to doctors. Lots of states have put bans on abortion even though the child may be conceived over rape or incest and they aren't given autonomy over their bodies. I feel that kamala might provide a little more autonomy over women and their bodies and their healthcare options. /AE/ Uh no. 
344251	She is the Democratic can/ running against trump, like her past goverment history/ like that she is a woman running/ but I do not know a lot about her/ ae/no 
344295	She is not Trump is one. She is local-ish--she's from California. She's been running a good campaign. The focus feels more joyful. The campaign is more positive than the rhetoric you might hear from the opposition. /ae/ No. 
344332	her stance on female reproductive rights, helping younger people get housing, or housing loans, and strong stance on working wages /ao/ no 
344488	Basically the opposite of Donald Trump; /ao/ more confidence in her adequacy for the demands of the job; /ao/ no. 
344543	I see the two candidates and for me there is not any choice. And now this guy Kennedy, but if its between Trump and Kamala...its Kamala. A/E No 
344826	she seems to have some good points against trump. To me they're all liars. To me Trump is just a jerk basically. Always been a democratic person. 
344859	She isn't Donald Trump, she has already been vice and has experience in office. She is a female and has different knowledge than a male might have 0n different issues. 
344977	that she is a black woman that makes me excited to vote for hwr also her back ground as a prosecutor attorney greneral and senator she has alot of backgroaund abut mainly the historiacal values.ao/no 
345194	Umm, I think that she has, umm, some valid or good like policies, like I don't think that one is all good or all bad. I just prefer more of Trump's plan. /AO/ No 
345218	She's a woman, I like her views, 
345337	I mean the easy ones, first female president, first Indian president, diversity in office is very important for young Americans to see, I guess all the bad things about Trump but opposite with her. Policy wise she's going to stop price gouging. Eggs are up a dollar more than needed. /AE/ No. 
345364	I would enjoy seeing a woman of color in presidency. It would be a pleasant change. /AE/ She's younger. Simply just because she's younger. Just as long as we have a president who isn't old enough to retire. That's so much better. If you were old enough to retire and you have no part of the economy you have no business running the economy. Fuck off, do your thing. /AE/ No. 
345378	Female, abortion rights, and other stuff she's so extreme... /ae/ no 
345491	well she seems ok trump always makes thimgs up to maker her look bad if biden chooses her she must okAo/ she has been street taught and collge ans school/ao/no 
345550	Her history coming up to the point now, she been a senator, a DA, her past experiences. A/E she come up the ladder. she appears very smart. A/E No 
345578	her commitment to individual rights, that she's not Donold Trump 
345802	I think that a woman and a woman of color being president is in and of itself a huge milestone, step forward, I appreciate her I hate to say it but alot of my reasons for voting for her is that she is not Trump, I think alot of her campaigh has been strategic as far as what statements she makes about her stances, her policies but I understand that need for strategy so I guess I'm trusting in her abilities/ae/she everything that I know about her says she's capable of this job and position/ae/ no 
345831	Reproductive rights/AE/ Personal freedoms and i have gone to go look at her stances but her immigration policies. those are the two primaries immigration and reproduction policies./AE/ i'm still researching but thats it. /AE/ no 
345922	Common sense, reasonable, openess to working with other people other parties. Forward thinking. Electable /AE/ No 
346005	She's knowledgable about government issues. /AE/ Not right now no. 
346089	Her experience. /AE/ She's a woman, whenever you've gotta clean up a mess, send a woman to do it. We haven't had one yet, good change of face, well overdue. /AE/ I like how she's been keeping with the party, and doesn't spell out bullshit when her mouth opens. I do believe she's not a felon so that's a good thing, doesn't automatically assert that hating everyone who isn't white and male. /AE/ Isn't personally responsible for over 500,00 deaths from Covid-19. /AE/ No that's about it, I'm sure there's more but I can't remember for now. 
346116	I believe in women's rights, I also appriciate shes looking out for the blue collar workers instead of the rich billionaires, I like or approve her economic packages, I think she has a plan the opposition doesn't. And I believe she truly cares about the people, and this country, unlike the opposition who is only interested in himself and his vindictive unrealistic opionions. I think she's real, I think its time we have a younger president, and I believe that she is definitily up to doing the job, I think that she is going to be an approachable president meaning that she will be interested in what the people really think and what they really need 
346251	I think that the primary point is that she's not insane.it honestly comes down to that, the dems could run anyone and I would vote for them/AO/general party platform and outlook on social and economic issues/AO// 
346443	she's in favor of reproductive rights for women and union membership, strong unions, has a grasp of foreign policy /ao/ that's good, that's it. 
346515	she's a Democrat, also younger and will bring fresh energy /ao/ no I just really like her, she seems like she'll move the country foward /ao/ no 
346628	She just comes across more professional and knowledgeable in the way she speaks. There's less angry rhetoric compared to the republican party. They come across more angry and scaring people. /ae/ I think just traditionally the democratic party has been more immigration friendly and as an immigrant that resonates with me. /ae/ Nothing else is coming to mind. 
346786	She seems sincere AE 
346848	She was a prosecuter so she knows what shes doing. Shes a woman of color and I believe that her presidency will not get rid of racism but there will be consequences wheresas Donald Trump will be like stand by. 
346911	she is ready, she has worked for years for the people and what confirmed it for sure was that when the Hamas leader was killed she was very presidential in her announcement and very inclusive unlike a certain somebody else/ae/she has experience and intelligence enough to sort through complicated issues/ae/ no 
347261	Shes younger than biden, it would be nice to see a woman. She actually talks policy. 
347406	she seems intellenegwnt prepared areceived good exposure worling with pre biden and sfor what its worth she shes like a likeable [perosn/ao/no 
347472	Reproductive rights is the main reason /ao/ The religious freedom /ao/ The taxing braket i fall under which is something I feel something the republicas help with./ao/ I think the Democratic partyu leans more toward helping the middle class./ao/ no 
347591	she seem to be as though she's gone be for the people, not just one race but for all /AE/ and she seem as though she's concerned about uh Medicare and Medicaid, and medicine prices or what have you /AE/ that' bout all I can come up with right now, from what I gathered she hadn't did her introduction speech yet and that's supposed to come sometime this week 
347759	The one and most important thing to me is that I can trust her/when she does something she explains why and if she cant do it she will explain why/the main thing is trust/shes got heart i think she cares/way back in the 2020 election to be honest if i thought she could beat biden i would have voted for her/AO// 
347801	SHe's very knowledgeable about how things run, she seems to care about the American people and she's not a criminal. /AE/ No. 
348005	Es republicana /ao/ No 
348423	I feel like she values the institution of government that we have whereas Trump believes he is above it and can make his own rules/ae/She seems more stable as a human/ae/no 
348758	she definitely has the track record and no mockery in the office and she knows what she is talking about/aop/no 
348761	She is a female um she is running for the democrat i think like thats the main./AE/ not on the top of my head. 
349098	to begin she is very willing to rech acrros the aile to ge this done; bippartizas cabinat to mae proges; she has sippoeted the immigration bill that was struck down and recognises this was a sever issue for most American, and she has a plan to address tha problem; i also think tht she has a good economic plan, although progress has been made, and she has tha plan and motivation to make that happen; a simple charatcter, she is very welcoming, very down to earth, we all are; she is very relatble person 
349141	I've heard the some people consider her to not be Democratic but that she is Communist. But, I haven't yet studied her/ae/If she had a respect for the office of the presidency, I would have respect for her but when they abuse the office of the presidency, I would be inclined not to follow them/ae/no 
349275	Iegalize marjuana and decriminize. 
349491	When it comes to reoresentative of me and my behavior and how I would like to be represented as an individual Kamala holds many of those values. Respectful, well spoken, and I feel like she gives permission to disagree with her without name calling. 
349670	She is a woman. She is a black woman. She is very educated and she speaks about things that concern me: women's rights, education, childcare, principle goals, things that families need, she represents. I feel that she is a fighter and she's going to fight for the American people./AE/No. 
349733	That could give a female african American President, for a chance to see the first female president, Many men in government about time time to see what a female will do. 
349767	I mostly am voting for her because im not voting for donald trump./ae/ 
349864	I like the idea of having the country run by soeone who is trying to keep us together. She considers the environment and health care/AO/ Yes I like the idea of having a president that can be dempolmatic, work with all the countrys for peace and prosperty insead of the other side/AO/ Also shes a woman I would like to see a woman run this country/AO/ I think its fine to have a younger person in the whitehouse. Its time for a younger generation to try to work things out/AO/ No 
350000	Wants to help the middle class, build housing for poor people and middle class, she is a female, she is black and of asian decent and share same value as i do. 
350030	she;s qualified, a beath of fresh air, a non whit w woman, of course a denocrat ae/ i think thats enough 
350302	That she's a woman, she's a black woman, she's open to seeing how the new generation is like and looking at our viewpoints, she's not old school, she's open to innovation basically /AE/ No 
350327	On her immigration policies that would be the stronger point on Kamala Harris. /AO/ No 
350387	she stands for change, progressive ideals for common people maybe minority groups 
350724	Tells the truth, is for women, been the Vice President, She stands for everything I stand for. 
350868	she is not trump/ae/she saiys lots of things I like during the debate. she said things that were not here policies all along/ae/whether or not tshe means what she says she presents in an articulate, strong leader by way of not getting into mudslining. and trying to focus on speaking in an intelligent and respectful manner. 
350980	for the middle class/AE/also for women's rights on abortion and it is women's priority to decide, not the government/AE/no 
351238	She seems to be straight foward. She seems to have a program of what she wants to do. She does not come out as hateful. She does not want to put out the immigrants. She seems to have a positive outlook plan for this country. 
351535	I think she's intelligent, I think she's sincere, I think she's hardworking, and I think she is a leader. /ae/ Her experience as attorney general and as a senator add to my confidence. /ae/ No. 
351650	Her stability, she seems stable, calm... there are things I may disagree with but the calmness is what makes things easier to handle /ae/ no 
351784	experince as VP, experince with foeign affrair sna her ntegruty 
351859	Not Donald Trump, she's a black woman, a woman candidate, the party tht I prefer, I like some of her policy points, education, minimum wage, inflation. That's generally it. /AE/ No. 
352003	seems like maybe shes got womens rights best interests in mind when it comes to their reproductive rights, at least in comparison to the alternate candidate/ae/ she seems really well spoken , i feel like thats the main things. i guess she could legalize marijuana, not that i would be able to smoke it anyway because of my job but i think its crazy to lock people up for that considering alcohol./ae/no that i can think of 
352166	I really haven't had the opportunity to study her in the way that I should. I hear other people talk about her but I don't take their opinion. As a woman I gotta be honest, I would love to have a woman to be president but she gotta be upstanding and do the right thing as a woman. /AO/ I will take the opportunity to study her a little bit more. See what she is all about. /AO/ no 
352264	There are a ot of reasons - the tax cuts for not just the rich, she is trying to keep our rights as women, she is trying to unite all of us. 
352275	She's grounded, smart, worldly, and experienced /ae/ feel as though she has lived the life most Americans have lived and can relate to what our needs are moving forward /ae/ I think she's a good fit for the position /ae/ no 
352409	She's very respectful, I think her ideas are good. She's trying to help people. not herself. She's just an honest and respectful person, which is what a president should be. And she picked a good running mate, unlike trump. /AE/No. 
352423	Competancy, she reflects my view for the future. There is really no competition, it's between a competant person and a lunatic. /AE/ She represents the only clear choice for our country. Many people have been conned by their feelings and dis-information. /AE/ No 
352538	no 
352901	the support of some of lgbqt rights some /ao/no 
353415	Woman's rights. /AE/ Border policies /AE/ Nothing else comes to mind 
353983	She knows how to carry herself in a more professional manor than Trump. 
354122	She's not him. She's likeable. She's well spoken at the debate there were a few times I was pleasantly surprised by some of her points. /AE/ Not really. 
354499	sge for the people and thaT SHE HAS PLANS ANSDI TENSIONS TO DO BIG THING FOR THIS SCOUNYRY/ao/no iM JUST WXCITED TO ASHE WHAT SHE IS GOING TO DO/AO/NO 
354560	She's not Donald Trump /AE/ I like that she's a woman, gender. Like that she's mixed race. That says something good about the United States. I think that I overall align with the Democratic agenda more so than the Republican agenda, but I actually consider myself and Independent /AE/ Reletive youth in comparison to Biden and Trump, its nice to have someone in whose not on the verge of being 80 /AE/ No 
354834	I agree the majority stans on economic and immigration , health care ,he oganization of goverment and women's rights to reproduction ae...crime rate and gun safety .. 
354914	She's a woman, she's biracial, my [REDACTED FAMILY MEMBERS] are all biracial, she graduated from Howard university, [REDACTED DETAILS]. She seems to be kind, she seems to be receptive to talking to people, she's willing to change her mind about things, she's intelligent. And I think it's time we have a younger person as president. /AE/ I like that she was attorney general of california, and I liked her when she was a senator, I liked watching when she was questioning the people who are now supreme court judges, I think she knew how to question them. /AE/ Nope that's probably it. 
355008	Por ser mujer y como es madre alo mejor nos entenderiamos mejor /ao/ Yo creo que ella veria mas el lado humano de las personas y lsa necesidades de nosotros /ao/ No seria todo 
355224	She talks about help the country 
355323	She is a democrat/ae/no 
355622	More in line wiht my ideals and she is not donal trump 
356134	Not an athoritarian, I voted democrat hole life, abortion, economic, pro union, so that there is more democrats for the ballot. restoring integrity to the office. 
356344	That she supports immigrants. /ao/No. 
356695	More of her views towards taxing and taxing people who make more money not like trump who is wanting to make tax cuts for those who are in the higher tax brackets /AE/ Her pro views on abortion and womens rights and just giving the rights of their bodies back to them instead of to men in office /AE/ Off the top of my head I would say that's it 
356884	better person, better personality as an individual.just dont agree with some of the policies//ao//no 
356927	I think the policies that she has laid in place already for her first 100 days in office are policies that I strongly aling with. Her running mate Tim Walz had policies that he put in place while he was the governer of Minnesota that strongly align with my beliefs. /AE/ I would also say I believe Kamala Harris is more likely to create equality and reduce the tension between the two major parties. She doesn't use as strong of language compared to her opponents. /AE/ NO 
357011	Her joy. A/E Oh there is lots of stuff. Her ability to clearly present the issues. A/E Her choice of the VP candidtate. I love T. Waltz. So early on she is making great decision. A/ E That's enough for now. 
357072	strong, smart, decisive, women's rights, pro democ racy, /ae/ 
357625	I like her stances on immigration, gun control, the economy, transgender, racism, and basically kamala harris's platform, or at least what we know about it so far. I was actually a Kamala harris supportetr in 2020 before she dropped out, she's a much better candidate now than she was then. Tim also is fantastic vice presidentioal selection, really bolsters the ticket. /AE/ No. 
357680	She spent her all career in public service, She has been there for the last 4 years as a vicepresident, She understand the responsabilities that is been president of US. AO, She is a lot more fun that Donald Trump 
357891	Not Donald Trump. She has a brain in her head, seems like she has some kind of functional ability to play the game. 
358067	she reads from the teleprompter/AE/she has a generally kinder disposition on the surface/AE/no 
358072	not watching her as much as the president, and have not paid atteniton to debates /ao/ dk 
358094	I think that she's capable and seems to be a caring person, knowledgeable, all the opposites of Trump. 
358575	Policiy Positions /tm/ on abortion also generally the approach Dems have for the economy and they support familie,s food and school and Pro LGtQ /ae/ 
358730	Reproductive rights, LGBTQ-IA rights, health care, expanding the Affordable Care Act, tax cuts for the middle class, in terms of foreign affairs, more pro cease fire than Biden; environment is a big one for our family, lowering emissions, reducing our carbon footprint. /AO/ Those are the big ones. /AO/ I think you know, immigration, i think she is more prone to carve a path for immigrants to come here and become citizens of the US as opposed to her opponet. /AO/ I like to think, this kinds of goes to tax cuts, big corporations, making it a more fair economy and having a large checks and balances system, so they're not just putting money in the pockets of CEOs and she's pro middle class, pro union, things like that. /AO/ No. 
358765	That would be her views on gun control. She and Joe Biden have worked hard to pass common sense gun laws. Yeah, and I feel like Kamala cares more about the epidemic of gun violence in America, specifically those commited with assault riffles. And then secondly her views on abortion I agree with more than Trump. In terms of social welfare programs, I'm actually using one right now that's helping me and I feel that her party.. her policies regarding government assistance programs are more aligned with my views. /AO/Yeah, I feel like she is more respectful to immigrants and those that are not from here, she's more respectful. /AO/ No 
358767	shes giving off better vibes, her vibes are more towards people when she talks instead of just talking to the people/ao/no 
358780	I would say shes pro middle class./ao/ not really 
358797	Abortion stance and interest in like a bottom up perspective from local communities up and how government is structured /ae/ That is all 
358891	the way she presents herself as a person and the things she speaks on /AE/ No 
359053	She is for middle class americans, minorities, hard working business people, she seems relatable /AE/ her experience as a prosecutor and her willingness to face this challenge, kudos to her cuz I couldn't do it /AE/ No 
359197	She would keep the social security intact AE 
359280	her stance on alot of political issues like female rts, her track record 
359299	She is not Donald Trump. She would be a good president 
359322	She is inelligent she is bi-racial, she is caring, a woman, educated, seems to be a caring person. 
359345	experince she has, attorney general, senator and vice presitent she has done the steps. 
359361	I haven't done much research about her but I do know bad things about Trump so I'm voting for the lesser of two evils /AE/ there's been no scandal about her that's been proven and she has a good record in government /AE/ no 
359760	Calm. That's it. /AE/ For her no. 
359839	To start with she's not Donald Trump /ae/ I'm trusting the fact that she is democratic and the truth is i haven't been following very deeply her values so I'm giving a lot of trust to her outspokenness and I'm coming from a place of not wanting donald trump to win /ae/ the fact that she is female and a woman of color, but just because someone has identities doesn't mean they are on the side of people, but i'm trusting that she is /ae/ Not right now 
359848	she beleives inpeople tha are mddile to lwer class,wo are suffering the most right now ae/tat kind of sums it up 
359989	I see politically she's very intelligent, she's very caring, she cares about the people, I could tell, she's been there, she's vice president and knows what's going on, she knows, I'm not sure how to word it, she knows the issues. /AE/ she's got good ideas to run the country /AE/ I don't think so. 
360129	I think she is smarter and wiser and more stable than Donald Trump./ae/It's tricky because I grew up in a deeply republican home in the midwest and so it's easy for me to see both sides. so while many are voting for Kamala because of women's rights, I try to look at the bigger picture and in the bigger picture, she is the better candidate/ae/no 
360194	She has supported Joe Bindes policy, everpresent , so she knows the leagal in and outs because she was a district attorney, she seemed when she got covere she able to speak in a forthright manner about Joe Bidens policy with understanding, real clear to what was going on in the executive branch. 
360494	Abortion rights. That's the thing. /ae/ That's the main thing. That's why I don't want to vote for Trump. 
