V240001	V241176 - PRE: What does R dislike about the Republican party [text]
319441	abortion, all of it, um, they don't invesst in the future, theyre very short sighted, climate, its just become very decisive a lot more on the right has definitely wedged split the two parties 
319509	Their values extend too much toward the corporations and the rich. /AE/ No. 
319520	the fact that they believe woman aren't in charge of the own bodies, and polices against LGBTQTB community, problem with them injecting religion into the goverment and of its policys pertaiing to the nChritian religion, the banning of books and anything else I feels limits the rights including the legalization of weapons of war 
319535	they don't do what they saythey are going to do a lot of times, empty promises 
319824	Their obsessions with guns and their discriminatory values. /AE/No 
319951	abortion policeis, lack of values, education policies, books, texes, general attitudes. straight right wingers, lack of inclusivity. Negative rederic, policies in women right, child care, family live, 
320048	their values ae/ very little taxation on the rich ae/ thats it 
320049	they are not good at delivering on the promises that they make//ao//no 
320241	abortion /ae/ no. 
320600	here in the state they are giving public dollars to private school vouchers/ they give $7000. There is no private school in this county/ae/ their book bans/ae/ they always talk about c utting taxes but how do we pay for services 
320640	the fact that they seem to be taking away womens rights 
320871	they are more for party than country /ao/ no 
320942	Hell bent on being nasty to democrats. 
320953	Too socall consetive, mashinistic, white, focused on one religion, Christian Nationism. A/e no 
320966	The infighting. /AE/ That's about it. 
321149	I don't like that their mindset or their policies are written towards rich wealthy people and I feel like there's some hostility or racism towards other groups /AE/ That's it 
321154	They give up too easy. They don't make good deals. And they really don't have america's best interest in mind. /AE/ Not that I can think of off of hand. 
321345	the issue of abortion/ao/no 
321471	Groceries have gone to where people can't afford them, rent is sky high and the elderly can't afford groceries and they can't make ends meet. 
321483	Yes, their strict adherence to party-line voting. Project 25. The candidate choice for president. And the election denial. And the unilateral support for a candidate who's not even president. Such as the border bill, the bipartisan border bill. /AE/ Their position on women's rights. /AE/ No. 
321680	They seemed focused more on their own party and what's good for the individual Republican. 
321750	their allegiance to Trump over policy and the constant tax cuts that benefit businesses more so than me, the way life has changed since they became the majority has been detrimental, their treatment of trans and lgbt people, their stances on abortion, their adherence to a memory of a time that would be dangerous for me to live in /AE/ their stance on immigration /AE/ no 
321795	Autocratic control freaks, they talk the talk of abbiding by the supreme law of the land, the US consitution, but they do not walk to walk. The democrats do not walk the walk either, neither listens to the consituition. They just see it as an impediment to do their autocratic things. Our funding fathers would be disgusted to see what the Republicans and dmeocrats have done. / ae / no 
322018	We are devisive. Just look at Marjorie Taylor Green. The people we have elected are like far crazy right wing. We no longer the small government party that it used to be. 
322068	i think it takes thm too long to get strted they waste a lot of time/ao/no 
322509	The issue I disagree with the republican party about is that they're typically pro-life and I believe every woman should be able to have control over her own body. /AE/ No. 
322529	theyre completing uwilling to work across party lines right now, turning back the clock on social policies, focused on all the wrong things, they've become so completely unwilling to not at all moderate, too extreme, pander to the extreme of the party, there's no place for a moderate anymore 
322864	They're way too interested in keeping rich happy, they want to do away with public schools. The big companies like firearms and montsanto have too much power. /AE/ I don't know if its the republican party or trump but, he ignored covid. /AE/ No. 
322982	I just feel like they're not truthful, just like all of government. /AE/ That's probably all for right now. 
323181	Conspiracy theorists/ae/no 
323222	more the division how they come up for the primaries and selct their final candidate 
323299	I don't like the party system. 
323544	I don't like their stance on reproductive rights. I don't like that they can be swayed by outside influencers for example the immigration reform bill that Trump encouraged them not to pass/ae/no 
323563	dont like that they think, supporting trupm and being against immigrants and kicking them out/ try to protect people w/money, reducing social scrty and medicare 
323636	more often then not they go along with the dem party/ae/ 
323687	They'd rather be counter productive than have anybody win. Their lack of calling out Donald J Trump until now. Those are the people why I can't trust sane Rupublicans anymore. 
323707	the abortion issue; 
323807	there stance on womens reproductive rights, their stance on gun control/ao/no 
323876	extreme right far right that they have ventured to, especially last eight years, but longer than that /ao/ that's it. 
324034	Some of them are Rinos. 
324165	they favor the rich and powerful/ao/no 
324508	I don't like their solution for things like crime. I don't like the way they have backed Donald Trump and how his rhetoric and how he speaks and ecourages people to put actions to his words and we now live in this divided place, it feels really divided /ae/ no 
324515	dont like their rhetoric, dont like the way they handle gov biz, economy, lot of things 
324643	they are a shit show/AE/no 
324763	They are racists , they are anti gay, they are mysogynists, theyre ignorant, they are hateful , and they are xenophobic 
324787	they are very conservative/ae 
324884	they want to give the wealthy bigger tax breaks and they don't deserve that /ao/ no 
325214	The un ending support for Donald Trump, anti abortion, anti lgbtq, legislation, racist and zenaphobic/Ao/ No 
325425	Their super conservative mindset that a lot of republicans can have. I think if youre not wealthy then you probably wont benefit from any of their parties. 
325529	I guess they do it every four years is rally behind one man, I dont like when there was a Bipartizan bill put forward and there was a call from trump disapporved the bill and he trhew Gov of OK under the bus, I dont like their prolife stance they could do their jobs and aactually come to a cons=ensus. they are there to rep. us. I dont Like their disapproval of Uions. Laws made By unions embolden and strengthen the middle class. 
325559	been taking over by oligards and faciius. its become totally dis hones. 
325792	Combative and fiesty. /AE/ No. 
325892	they have gotton away from fiscal conservatism which has allowed our national debt to explode/ao/ i dont like it when they dont stand strong on sime of the principals of social values/ao/no 
326422	Umm the lack of health care focus. /AO/ They practice redistricting too much to gain an advantage in voting. They will take a district that is primarily even, blacks and whites, democrats and republicans, and try to reorganize that district to where it's mostly Republicans. They're famous for that. /AO/ no 
326526	Their predelection toward fascist and white supremacist policies. /AE/ No. 
326535	they favor upper class, they don't try to help lower class or middle class at all, but neither do the Democrats so /AE/ that's it 
326602	the rhinos and back stabbers they should know better they nact like children too/alot of them are ass kissers and do what ever to get along/ao/no 
326797	extreme right, use of religion, tie b/w religion and govt/ 
326812	I don't think the Republican party is for the working man, the common man, I also don't think the Republican party will stand up to Trump like they should /AE/ no 
326875	Abortion. /AE/ No. 
326877	they way they lie about everthing, they say they are for the working man and they ant//ao//no 
326882	I think they are very , I don't like some of the laws they want to put out. They try to control too much//ao//no 
326904	I don't like that they have a say over women's bodies. Anti-abortion is one of my biggest issues./ae/They want to give tax cuts to the rich/ae/no 
326928	Donald trump representing that party currently/ae/ no 
327292	Everything. Total lack of credibility. overcoming democracy, The pathological support of Donald Trump. Failing to take a stand against the people who attacked our capital. Devisiveness. 
327329	I would say some of the views on, I guess I've heard a lot about making the rich richer and I don't like that, I feel everybody should be treated equally and everybody the opportunity that deserves it/ae/no 
327381	religio in schools, 
327431	They're not for the people./ae/No 
327514	Their loyalty to Trump. I think that there's a lot of cowards who won't stand up for what they believe. /ae/ I became a Democrat because I found the Republican Party embarrassing. /ae/ No. 
327609	It has become a trumpcult /ao/ if the republicans it used to be that when someone was voting rep it had certain meaning of convertism in a good sense and that is no longer there the same way /ao/no 
327799	they repsresent in my opinont th wealthy and i believe they are racists and i dont think they are concern about the issues of woman/ao/no 
327856	The paris agreement, they are backing out of that. 
327994	Donald Trump. 
328123	Some of them, not all but some, tend to flip flop on their values. they dont fight as hard for their cause at the dems do for theirs 
328163	women's rights / ae / no 
328240	they have too much of an agenda about womens rights; this should not be in plitics but up to a women herself; the divisiveness they have against the democratic party, laws and bils don't get pased just to be apposing; seems they don't have anyting to stand on, ita always them decising it the plar opposite of what the democrati pasrty is asking or wanting to do; having them be a part of nominating Donals Trump know his history and what kind of person he is, and allowing his to be their respresentative is very questionable of their motives; 
328450	mixing religion and their party taking a woman's rights away, IFV, abortion /ao/ nah 
328506	That they don't stand together. /AE/ No. 
328537	don't like their stand on abortion 
328683	I think it coincides with our 2nd ammendment rights, I don't think they are as strict on them as they could be. I feel that we could have more reforms. /AE/ I would like to see a different candidate for president than Donald Trump, I think there must be several options out there that would be better. /AE/NO 
328812	I think i have covered that already, not the new ones. It makes it hard to get anything done because the old establishment Republicans have started voting with the Democrats. /AO/ No 
328824	some candidates 
328904	they are richer, they use it more towards them and not us they dont care about the middle class or the poor 
329059	I don't think they have handled foreign policy well. I also don't like how much lobbying they do. 
329136	some are corupt/no 
329404	Republicans they more on not doing the right thing and that aint right, you know. They more,, I guess you say if you low class you aint really nothing to them and thats just wrong. ao/no 
329522	basically I would have to say everything at this point, their goal is to divide and that's just not, oh and their spineless, almost forgot that one, their afraid to stand up to their leader /AE/ no 
329659	stands of reproductive rights / ae / 2025 projects / ae / economic views / ae / lack of support of government funding for schools / ae / lack of support for healthcare and healthcare workders / ae / no 
329714	Their allegieance to a demogog, the fact that they're spineless, fact that they allow falsehoods to dismantle our democracy /AE/ Their policies are mean spirited, no equity in their formats /AE/ No 
329721	failure to compromise on issues/AE/no 
329726	their candidate ae no 
329827	Their policies, their candidate/ae/saving money for billionaires/ae/no 
329893	Well right now i just feel like both parties, honestly, I feel like both parties are corrupt. Both parties when they are running say that they are going to do these things to help the people but they don't do it. They don't help the people. I guess I just feel like they are corrupt on both sides anymore. /AO/ No 
329896	I don't like that they don't try to meet in the middle on major events, they seem to forget about the people they represent// ao//that is all 
330021	don't like that they twist things think they're extemly hypocritical are only intered n serving peole who are ike them and not ll people ae/ no thats a good summary 
330071	they always have these uh for um they seem to cater to a certain demographic of citizens /AE/ that's it 
330139	I don't like their stand on abortion. /AE/ Not thrilled with handling of the supremem court. /AE/ That's pretty much it. 
330186	Their cultural fixations, their kind of vaguely white supremasist and christian nationalism leanings, their religious ferver, their distrust of others outside the party, and their now facist leanings. /ae/ 
330331	Stance on abortion, its a woman's body her decision what to do with it. Has a daughter and he'd be irritated if she was raped and pregnant and can't get rid of the child she doesn't wanter, didin't plan for. The one thing he doesn't like. Its no ones, no man's right to do with her body /AE/ No 
330348	Ability to get a long and make consetions. 
330360	They seem to only care for the wealthy people /AE/ Their leader is very disrespectful /AE/ It's leaders are rude /AE/ No 
330404	It feels very selfish. The people in it are very self-interested. They don't extend a lot of humanity to homeless and immigrants, women who don't want to be pregnant. Patriarchal and racist/ae/no 
330469	The attachment to Trump 
330587	i think they are not inclusive, esp on social issues, i think their foreign and economic policys are significantlt worse than democrats 
330648	Cuando que no apoyen a su presidente en cosas posiritvas para su nacion; 
330767	I find them dishonest, they use dishonest tactics to paint the liberal democratic side as more extreme than it is. I do not like that they continue to use certain talking points um, as major to dividde the american public on gender, sexuality, race, patriotism, the meaning of patriotism. I cant think of what else. I think they play politics quite heavily for instance when they stopped the bipartisian border bill. I think they are disengenious in their support for donald trump. I think they overspeak to traditional values that can be harmful to non traditional ways of life. um, yep, and I think there are economic policies that are harmful to the american public. /AE/ no 
330824	Racism, critizism, lack of understanding, lack of abilty to adapt to community, lack of understanding of individuals and their individual freedoms/ae/no 
330896	their immigrant policy/ae/they are not doing their job/ae/their choice for runniing trump/ae/no 
330993	their womens rights. 
330996	they are weak. some are/ae/no 
331168	their stance on aboration their stance on gay marriage 
331180	Some of the party members. To many Rhinos, Republican in name onlys. /AO/ No 
331265	I guess how they handle social affairs. /AE/ Nothing is coming to mind. 
331304	the everything against the lower class, always looking to the golden boys, the group of people who have been for themselves, the aspect of the religions when mixing religions with politics, abortion, birth control, making viagra but women can't get birth control /ae/ that's it 
331565	Just their, issue with reproductive rights. /AE/ Nah I think that's the big issue, let everyone have their choice. 
331714	Everything. I can't think of a thing that I like about the republican party. 
331869	i just dont like how its very conservative/ao/ thats it 
332094	i don't think they stand for the worker, they stand for the businesses but don't share to the people doing the jobs, the rich get richer, 
332272	abortion, they say they want small govt, they say one thing and do another , tax policy, I don't like that they are anti worker, but pro business, they also refuse to raise the minimum wage/ae/no 
332433	immigration policies, abortion rights, decisions based on religion, tax policies for billionaires, 
332912	I dont like the swin toward right wing extermism, I dont like the bullying, and I disagree most of their policy positions at this time/ae/ no 
332958	No Regan /AE/ No 
333314	lack of leadership, no thats enough 
333335	how some things are black and white when it comes to immigation and women's health i don't necessarily agree with those stances 
333344	Some of the hypocracy and delussion and affinity for conspiracy. /AE/NO 
333458	THey are unwilling to work with the democrats towards helping working class people survive.A/Eno 
333687	The old guard I think is absolute garbage. People like Lindsay Graham and Mitch McConnell, you know like the leadership are will certain companies, certain business advantages, It's just croneyism. I think the older part of the Republican party is just as for sale as the older part of the Democratic party. I don't specifically feel that way about Trump though. He's made his money and through all the interviews I've listened to with him I don't think that he's trying to enrich himself as his main focus. He has lost money, I think since he has started running in 2015. I do think that it's interesting that an old man has opened things up for the younger Republicans to change things. It's a very curious case considering he is a life long New York Democrat. /AO/ NO 
333718	I don't like that I feel that a lot of people are dishonest. A lot of the personell are out for their own agenda. 
333756	The new generation of young school graduates, high school and college, are not going to vote for them. They have 12 years of children that they would not protect in schools. You can't make children hide under their desks 5 times a year, scared, and think that they will vote for you. They not only had them hide under their desks, they would have to imagine what they would do if they died./ae/They've comited themselves to single issue voters. I think it is a dangerous ploy/ae/no 
333773	We area adversarial, 
333861	there too extreme/ao/no 
334064	all the non truths/ao/no 
334153	sometimes they don't agree between themselves 
334591	The Republican party is all about detroying government for billionaires and corporations. They don't want to govern. They are just like an on-line troll factory. I think I disagree with every one of their positions. 
334700	i feel like they are more aout the wealthy, theyre more for the wealthy /ao/ thats it. 
334801	I feel like they could be mire united/AE/no 
334823	They are too extreme. They've lost their way. 
334906	they feel very extreme to me/ao/there are a lot of labels attached to the party that dont put the us in a very good light/ao/racist, exclustionalry, zenaforbic/ao/i dont agree with views on womens heaalth/ao/ive heard that they are trying to do away with no fault divorce and other things along thatline and i dont agree with that either/ao/no 
335043	a lot of classism very elite group of ppl feels like they are looking out for a certain type of ppl not inclusive at all 
335208	I don't like what they've become. So many of them seem to lack a moral compass. JD Vance called Trump America's Hitler and now he's his running mate. Lindsay Graham gave an impassioned speach after January 6th, or maybe it was on January 6th. And, now you wouldn't even know it. /AE/ No 
335388	They can seem very cold and unwilling to help people in need. A/E No 
335445	unfavorable tax policies from middle to lower income american, immigration policy, abortion and rights for women 
335760	They are not serious about standing for the ideas that they espouse. For instance, anyone who has paid attention to politics in the last few years would know Joe Biden is not cognitively capable of leading our country, yet there is little to nothing - let me rephrase - there is little to no action taken to remove him; I understand that a move in Congress by the Republicans to enact the 25th Amendment probably would not work because of the numbers we have on the Republican side, however there has not een been an attempt, which is distressing to say the least. I'm ready to go. 
335830	I dont like their stance on abortion, litmis test to be religious to be a memeber of the party, and I dont like the race baiting that came with the past administration/AO// 
335946	Their stance on women's rights and LGBTQ issues/ae/no 
336173	Their inablity to lead. They are worthless/ae/no 
336184	Their trend toward autocracy, their race-baiting, their cultural disparagements, ummm, their abandonment of the former Republican status or position, their denigration of the military and their lying about everything. 
336218	most everything else /ao/ no 
336278	It comes down to who's representing them. I just feel like there is such a range of beliefs in either party it just comes down to the individual for me. /AO/ No 
336325	they don't fight like democrats. the democrats are mean fighters. Sometimes their not a cohesive group 
336525	their xenophobia as well as there was something I was going to say, I forget now, I guess the extreme conservatism /AE/ no 
336728	Their worship of donald trump and their lack of any mmorals or true policies today, I don't like their nationalisim to the point of bordering on what you would call facisim.A/E 
336818	It has, it's gotten extream in the opposit way of the democratic party, we should all meet in the middle somehow//ao// there is a lot that I don't like but there is less that I don't like with the republican party than the democratic party//ao// no, I think that pretty well covers it 
336826	Their hard stance against social issues, their inability to separate church from state. /AE/ No that's good. 
336978	Almost everything, dishonesty, manipulation those are the two main ones /AE/ The people /AE/ That covers most of it 
337094	They are politicians/ae/no 
337374	i think that they should fucos on America and stop existing in a bubble it is unrealistic, for any one country to be 100% self relinant, we need our allies as much as our allies need us 
337421	Stances on immigration /AE/ Presidents have often been war hungry /AE/ No 
338080	yea i dont like their extremism , and how much they lean on religion and that religion goes into the policies. 
338097	they all over the place 
338238	They're running for a government they don't believe in, don't beileve in government, I don't appreciate that they have been for over 50 years favoring big bunsiess and wealthy coorpationns and people at the expense at the rest of us, fair amount of evidence of corruption, payoff lobbiests for their votes /AE/ No 
338347	herd voting, supporting a presidential candidate they previously said they would not support/ae/ deciding On not passing legislation because of a President candidates opinion/ae/ being hipocrits related to open Supreme court seats/ae/ sharing or sharing of conspiracy theories as facts 
338419	Stances on religion and health care/ae/no 
338430	the fact they dont agree with gov. Assistance like food samps/ae/ and they want to do away with abortion/ae/no 
338533	The same thing as with the democrats, I don't believe they can really do what they say they can do. I don't really like some of the stances they take with women's issues, partucularly abortion. They seem very untrustworthy, more so than the democratic party, and they seem more willing to play dirty with what they use in their ads and shit. I don't really pay attention to them anymore but that was the vibe I got previously. 
338599	I just don't like what they stand for. 
338645	they are rich 
338843	Too exclusive. 
338934	they stormed the capital 
338937	the propaganda, hatred, division 
338939	Ever since donald trump has been in the situation, hes been greatly deceitful . The whole party runs on this . 
338976	Polarizing, not open-minded, discriminatory, too mature, stubborn, can be colonial at times in the decision making. /ae/ Social work and social causes are not prioritized. /ae/ More outcome focused without keeping in mind human rights and well-being. /ae/ No. 
339072	How much it's became a uniparty for the politically elite of the neo conservative movement /AE/ Not that I could think of 
339168	IDK about them telling the truth all the time. 
339331	Overspend/ae/no 
339452	They are close minded, unflexible. A/E no 
339478	the hard right, ultra conservatives /AE/ their stance on abortion /AE/ intolerance /AE/ no that'll do it 
339480	I don't feel anything is being done for the middle class /AE/ that's all 
339506	their morals /ae/their policies/ 
339808	Their ability to push religion into their political policies. /AE/ No. 
340121	It's influx so it's hard to know broadly. They have historically been too conservative socially. Not always geared for lower class workers and typically hawkish on war. /AE/No. 
340249	i dont like their stance on womans reproduction health and separation of state and their gun control isislike their stance on homesextual marriage and trans gender health and their stanxce on education in general/ao/no 
340828	they are backing trump with such minless aboned 
340910	many extremists who refuse to work with the conserviateive R and Democrats to make necessary changes for American people, the extremists are more concerned with personal interests than doing what is good for American people /ao/ no 
341119	attitude/ae/i think they are just full of hot air, saying what the people want them to say not neccarily do what they say/ae/just dont like them, personality ways arrogant/ae/no 
341414	i think they could be a little more understanding and workwith the Democratics instead of trying to make everything go they way they want 
341524	I don't like their stance on abortion. I don't like immigration policy. I don't international relations, I don't like the America first slogan. I don't like that they supported Donald Trump as a candidate. /ae/I don't like that the way that they have handled things with the Supreme Court. I don't like their stance on same sex marriage. /ae/ that's it. 
341604	theyre too conservative and elitist 
341749	I DONT LIKE WHEN THEY ARE TRYINF TO SIGN THINGS IN ON A BACK DEAL/AO/NO 
341784	I don't like their stance on funding the military, education. I don't like their social values and I don't like how they want to put social care in the state's hands and I don't like their christian values. /ae/ Not that I can think of. 
341846	using conservative christians in the wrong way. Their educatin policies. Their funding for some needful people. 
341865	the fact that they can't find a better candidate for president. Obviously I lean republican even though im a registered independent, maybe there's a lack of diversity in th party. AE those are the main things 
341916	they are too old, needs to be younger people in there to do things that what they got going on. /ao/ 
342160	La imposicion a las mujeres del aborto no me gusta /AE/ No principalmente esa, no 
342163	Dishonesty, back door dealings, smear campaigns for anyone that doesn't agree with them /AE/ No 
342520	they are biotry, they only have select races. they want to change people of color to change their thought of being of color based on their financial status//ao// they don't give amerca a chance to be americans again//ao/ 
342539	they could be more unified, 
342690	extremeism, divisness, patriorchy, Christian nationalism, 
342720	i think theres going to be something you don't like about any party. everything. i seems to me we had a I think there were some people i didn't like, but i can't think of anything. There's always going to be something about somebody you like or agree with 
342766	The rich are still rich, and the poor are the same, AE NO 
342810	buying in the presidential canditate, their devotion to him 
343051	some of the laws can be too extreme / ae / no 
343215	I feel like they are for the rich AE 
343223	I don't like the fact that they are trying to take away a womans right to choose. /AO/ no 
343288	Their emphais on culture war issues. Their unyeilding support for Donald Trump. 
343512	too many are election deniers, too many follow Trump, 
343797	they are winnies, no back bone, they want to be popular and dont stick to what they promise people. 
343884	The racism that I hear, unaccepting of peoples' differences. 
343894	they[ve been very strategic in turning an unequal distribution of votes into national power, they're policies are very close to the Nazi party, their stance ion immigration is terrible, I'm in favor of more open immigration, they tiypically favor trickle down ecomomic policies which have been shown not to work, they diliberately are against transgender children in opposition to science, consensus, public discovery. Theres a lot of issues, where if you take the problem at face value and then look at the schientific solutions to the problem they are opposed to those solutions. 
343910	It's not a unified party for our country /ae/ I don't like the fact that it makes citizens conform to one standard or another, that they're supposed to represnt us and we're not supposed to represent them /ae/ I will leave it at that 
343932	tax Policy and general Policies related to coporate power and social welfare Policies, general demeanor/ae/corporate interestred control the ways they vote. abadoning the working class. Misinformation thru large broadcasting companies/ae 
343994	not working in the best interest of the American people /AE/ that's good enough 
344010	I do not like a lot of their views about how do I say this, gender rights, sexual rights, they also in my opinion seem to fearmonger a little bit and I'm not a big fan of that. I believe the people should get the facts without bias and without intimidation. /AE/ I think that's it. 
344207	They can make bad policies sometimes. People thats been in politcis a long time just like the democratic they get corrupt./AO/ No 
344251	I THINKit remains a party that doesnt recongize the divesry of ppl in this country, that it doesnt recongize that we are all equal in this country/ it is a whte demonite party/ ae white male demonanted party/ae no 
344295	A lot of it is current, but I think the fact that it continues to support Trump is strange to me. A lot of this is also history. I think there are certain social programs that ought to exist and don't exist because of their stance on government responsibility. /ae/ They don't give me hope. /ae/ No. 
344307	They do not stand by each other. /AE/ no 
344332	they've become very divisive /ao/ doesn't feel like conservitism anymore /ao/ no 
344488	I would say feeling of party loyalty regardless of the wrongdoings of certain officials/ao/no 
344859	Donald Trump is running for president on the republican ticket. Appears they are completely prolife with no exceptions even if the mothers life is in jeopardy. 
344977	i dont like their decent into fasism their belifs in feelty and embrace of their no minee and their cult leader they want to overturn rights and the cycle keeps repeatiing and the people in their party are horribl;e and do not care abouyt the people their are alot of things i do not like about them/ao/um thats it 
345194	I don't like extremes or all or nothing thinking and I feel like sometimes both parties focus too much on extremes when sometimes there can be a middle ground. /AO/ No 
345337	Fear mongering. I'll get messages and tiktoks from my dad about some trans person three states over who doesn't exist. Directing anger towards immigrant by saying they're shoveling fentanyl over the border. I feel like they take real problem like mental health issues and instead of pointing the finger at real problem they point the finger instead at marginalized groups of people. /AE/ There's some pretty overt racism and sexism that makes it funny to watch but also sickening because people ingest that. /AE/ No, I'll get off my soap box. 
345364	The republican party in my experience is every man for themselves. There's no compassion. To me Republican is narcississtic. /AE/ No. 
345378	when they go extreme right - i think that's a problem in the country, we should meet in the middle. If we had a candidate like that would meet in the middle, I would be 100% behind that person. /ae/no 
345550	Controls by old rich men. a/e No 
345578	disregard for minority veiws 
345802	the way that the Republican Party has entrenched in support for Donald Trump and that far right viewpoint, that people who the way in which (just trying to think of how to summarize this) when there's a looking backward in the Republican party to a time that was supposedly better which is a myth, even for the people that it was supposedly better for, appears to be a belief that rights for others come at a cost of rights for themselves, there's a limit on who can have rights so there is kindof a competition/ae/ that summs it up 
345806	sometimes I don't like that when things get rough, and democrats threaten to shut down gov't for example, the Republicans tend to cave. /ao/ I wish some of them would have more backbone. /ao/ that's all. 
345831	Ueven taxation./AE/ Government overreach./AE/NO 
345922	Unwillingness to compromise, putting Trump or themselves over the country. Entertainment over policy. /AE/ Angry /AE/ No 
346005	They've gone off center. And there's yeah, okay. /AE/ Well, the money that's being thrown into the party to support trump, by people who are looking for their own agendas to be met. /AE/ Mm-mm. 
346089	Their unwavering ability to spin everything that any deocrat does, and turn it into something completely negative and personal attack. When given the option of having an intelligent conversation based on facts, they will go on an attack of the person instad of attacking their policy. Marjorie Taylor Greene? Don't get it, don't understand. And I lived in georgia for a while, still don't get it. /AE/ Yes, their current indoctination of a election fraud backup, whenever they lose. Like if I don't win it's gotta be rigged. /AE/ No that's probably it. 
346116	everything 
346251	I guess just the oposite of all the things i just said abut the democratic party if thats fair/AO// 
346443	their attitude toward women, cultivate Christian nationalism where it's a mish mash between Church and state, not separtated anymore. /ao/ their stance on abortion, their anti-abortion stance even against abortion in case of rape and incest, health of mother. Support for charter schools /ao/ that's enough. 
346515	their policy /ao/ that they only care about themselves /ao/ nope 
346628	I don't like how they cut social programs. /ae/ I don't like how they believe helping the american people through social programs is labeled socialism. It doesn't feel like a party that looks at everyone equal. /ae/ They tend to give or create tax loopholes for large corporations that tend to lead to economic instability. /ae/ I don't like how they have such a hard stance against no gun control. /ae/ I don't like their stance on abortion or immigration. /ae/ I think that's it for now. 
346629	I think they dont fight for issues the peeps who elect them care about/tm/ adding the save act to the spending./ae/ 
346786	The disrespect of the general population AE 
346848	 They are very ignorant. In a push for people to be independent they completely abandon their citizens. 
346911	tax cuts for the wealthy, idea of small government trying to eliminate the bureacracy that has the intelligence training and expertise to handle the weather, trying to shrink the govrnment any leader needs to have intelligent expert people in these areas/tm/I dont think that joe schmoe can handle environmental issues without help from educated expert people we need a bureaue of people, we need NOAH, we need a dept of ed, we need health and human services, and a whole bunch more I dont know like cyber security/ae/ I picture them being more intersted in the people who have money, have businesses and not the people who work/ae not inclusive and for the last several cycles have been projecting a very neg idea of what our society is instead of working at what it could be/ae/fox news/ ae/ I DK 
347066	i dont take strong enough on somethings , secifically national debt and physical responsibilty, still to pro- foriegn intervetion. 
347261	I dont believe they are for america, epsecially when they say make america great again. When they undo so many policies. They are against immigrants, that makes me dislike them. 
347406	they apperar disoprgsnized and do not have a plan and their top candidates are not fit for offiuce and i dagree with amny of their policies/ao/no 
347472	I feel they are encrouching in some of outr civil rights /ao/ I feel they use christianity as a mask for personal agendas /ao/ I feel that they favor protectingwealthy americans rather that protecting middle class and poor americans /ao/ I dont like that they support taking away a woman's reproductive rights /ao/ That's it 
347580	Their alliegance to Trump /AE/ No that's it 
347759	Its not the republican party that I grew up with/my grandfather was a delegate for years back in indiane for the GOP and I used to be for the GOP but I changed when I moved out here when they became so extreme/and also heavy christians/AO// 
347801	Everything. /AE/ No. 
348052	Sometimes they bicker too much amongst themselves, can't get anything done. /AE/ No I guess not. 
348423	I don't like it's ties to labeling themselves as Christian views. Not becasue I'm against Christian views but I don't think that they represent those views. There is also a lack of diversity and labeling all immigrants as criminal/ae/no 
348758	using our consrtitution as a leverage and they are argliates are more concerns about their pockets they do have a great marketing campaign to force working class to work harder/ao/ no 
348761	Also the immigrants./AE/The economy situation/AE/no 
348962	The oportunity to improve their positions in front of the low incomes people, AE NO 
349098	i do not like how it semms to have become an extreme covservative party that has taken us back in time almost; 
349275	Some of their immigration policy are lost and don't have the same view as them. 
349767	I feel like theres a lot of christian nationalism that has taken over the party and alot of americans do not hold those same values and should not be forced too. /ae/no 
349864	I don't like how the party has become Trumps. Its not the repbulican party anymore trump tells them what to do/Ao/I don't like how they do whatever or say ehatever and it doens't match what is really happening/Ao/ No 
350000	They are cutting taxes for the rich and to cut medicare and welfare, limited legal abortion in most of the country. 
350030	they support rump and their willing to lie and cheat to win and keep power ae/ thats enough 
350183	Sometimes they just don't have a set. They don't stick together./ae/no 
350302	They're too conservative, I don't like the followers of the republican party, they're all too cocky, they feel like everything they abide by is right and that only their system is right /AE/ No 
350327	Like I mentioned it's more of the policy around gun laws and around the foreign policies. /AO/ No 
350387	social issues 
350406	seemingly unwilling to hear the other side, 
350724	Everything 
350747	extreme views, / ae/ no listening / ae/ no 
350868	health care concerns/ I dont think the GOP cares as much as i want them to about health care/ae/climate issues sometimes dismisses climate issues/ae/ 
350980	they favor the rich, and give them tax breaks, don't pay their fair share/AE/no 
351238	Trickle down economics. Just their view on people. Their more aligned for the rich. 
351535	I feel their platform is largly based on hate and fear, I feel they have largely lost any shred of integrity, with very few exceptions. /ae/ I cannot trust the Republican Party. /ae/ No. 
351784	their lack of balance in their platforms, and th fact that they can promote a candidate like Donald Trump 
351859	A lot of theri opinions on things like abortion, immigration, general opinio towards people of color, women, gay people, trans people, how they handle taxes for the lower and middle class. /AE/ Off the top of my head no. 
352003	maybe their stance on women's rights/ae/nope 
352166	They don't want to listen. I don't like people who don't want to listen. /AO/ Just understand that everybody have an opinion besides just you. /AO/No 
352264	I dont who stands for the republican party, the leaders and what they say are trying to split us up, and how they are trying to tkae back womens rights, and the anger that comes with the party./ae/i dont like the message the party sends/ae/no 
352409	Trump and JD Vance. /AE/ All they stand for. That sums it up. /AE/ No. 
352423	At present I dislike everything. They're not the Republican party anymore. They have lost their direction. Nut jobs. A lot of good people who through dis-information have been misled entirely. /AE/ No 
352461	i dont like their inaction on abortion/ao/they have a very substandaard view on 2nd amendment they just want to impose more gun lasw on law abiding citizens and they dont go after the criminals they only empower them/ao/no 
352953	The candidate trump. I wish we could find somebody that's not as happy to be tweeting and all that stuff and name calling. /ae/no 
