V240001	V241170 - PRE: What does R like about Democratic party [text]
318308	there are about human right, climate change, care for society and care about more individualsAE/no 
318786	They seem to be more of an egalitarian system of ruling where sytesm are put into place like health care. They seem to be more community oriented. they also seem to be more welcoming to subcultures in a culture like womens rights, gay rights and they're more for the people. /ae/ no 
319050	They are more diverse, believe they have the right ideas but going about the wrong way, 
319143	the rights for everybody is nice /ao/ no 
319441	choice, again, um green energy and infrastructure, a good job setting them up for cars, during the past four years, healthcare is a big one 
319509	I think they represent the citizens of Americ, the working class of America. /AE/ That;s enough. 
319520	they are working for the good of the common man, don't favor corporations or the rich, don't extremely favor people who represent corpation, does not follow the dictate of one leader they work together , don't pander to lobbyist 
319535	before they became so extreme to the left i ;ike their stance on some social issues 
319824	They seem to care for all individuals rights and the well being of all Americans. /AE/ No 
319951	inclusivity, policies on abortion. polices on middle class, student loans, taxes, 
320048	inclusive ae/ promotes equality ae/ thats pretty much 
320241	Their abortion policy /ae/ No. 
320280	They are a little bit more for freedoms of individuals /AE/ No 
320398	I like that they focus on the working class I believe in giving a person at least one handout, not continuos, some type of help to stablish, I disagrew with people living out of the system /ao/ no 
320433	I like how they have programs to help the homeless and certain people in need./ae/ no 
320600	I think they are more for the little guy/ae/ no 
320640	they seem to be fighting more for rights of women and of human rights, I like some of their education policies 
320644	I like it/AE/thats it 
320871	it's more for the middle class /ao/ no 
320942	More fair and honest. 
320953	socialmprogresive, more likely to provide assistance to people in need, they undertsand the demogrtgarphis in regrds to age, race, relligion A/E No 
321089	I like that they think they're really going to do some good for the rich and the poor and the people that don't live here. /AE/ No 
321149	Inclusivity /AE/ I like that they care about everybody /AE/ That's really it. 
321345	i agree with them somewhat on abortion/ao/no 
321450	they are more people oriented/a/no 
321471	They are hard working Americans, they are having a herd time paying, buying medicine, getting groceries. And people have to decide whether they are going to buy medicine or pay rent Ae 
321483	I like that the democratic party has independent thinkers. I like that they try to help the american people, especially those struggling. /AE/ I lie that when they vote they vote their conscience not their party. What else do i like about the democrats, the democrats that are currently in office I feel are for the most part moral and trying to do the best they can. /AE/ No, I think that's enough. 
321655	I think a lot of it has to do with my upbringing and my parents and I realize that it's probably not the same from when they were voting. I always felt that they were for the working people and I come from a middle class family and my dad always voted for them so that's where it stems from although I did vote for Ronald Reagan once /AE/ I think that's enough 
321680	The Democrt party is more concerned with the people and the general public and what it is that they want or would be best for them. I don't know they just seem to be more good with the foreign affairs. 
321750	the service they pay to doing better and changing things like immigration /AE/ the support they show for unions and the lgbt /AE/ getting abortion rights back into law /AE/ no 
321854	there are better than republican / ae / i like the policy / ae / no 
322018	I like that their candidate is not 72 years old. They have a unifying message rather than divisive one. They don't have a racist message. Project 2025 was big one. I read through that an it was pretty scary. As well as a non-religious agenda. 
322384	For the working man/ae/no 
322509	The reproductive rights. /AE/ I feel like they're more supportive of alternate lifestyles. /AE/ No. 
322529	their social policies align more with mine, 
322864	Um, I think they're looking out for the poeple. Especially the average person paying medical bills. /AE/ I find it reasonable. /AE/ No. 
323112	The way they get thngs done/ae/no 
323181	climate policy/ae/I think they are moderate. That is a huge positive in my mind. And I think they are generally more competent politicians/ae/no 
323222	a think a more send of unity in party , their policies more to the moderate side, more trust worthy in the party 
323299	Their history, not current. They used to be the people's party. 
323544	I like that they try to build a broad coalition of people from many backgrounds and i feel that their goals are to make families lives better, induviduals lives better/ae/And i feel that they have a plan for those things./ae/no 
323563	like that they are looking out for (i thnk), womens rts, have say abt their body/ like they are trying to help lower class/middle class 
323687	They are very peaceful and pro-democracy. I feel that America is safer under them. 
323807	that their are pro choice and for womens reporductive rights/ao/that their are for strictor gun laws but not taking our guns away from us/ao/their views on mental health issues/ao/and their focus on middle and lower cllass families/ao/their stance on envoronmental issues/ao/no 
323876	they seem to be more for everyday Americans for the most part, and it's all Americans just not 1 % or their base, feel like it's true and have our best interests at heart /ao/ that's it. 
324508	They feel more nclined to be influenced by social issues vs corporate issues and they seem more tolerant of difference and that there is more of a focus on helping the middle and lower class /ae/ no that's it 
324515	think theyre more favorable to people, 
324763	it relfects america, the broad the big tint of american, the variety of race colored creed and sexual orientation. They truly care for everyones welfare. 
324884	they like to help, more about helping the less fortunate but they go overboard sometimes /ao/ no 
325214	I think its inclusize, its pro choice, its pro lgbtq, its policies are geared toward helping lower and middle income people./Ao/ They care about increasing voters access./AO/No 
325225	dont have concrete. liked when it was clinton and obama. dk much now 
325425	I think maybe or moreso they may have the middle class more in mind. 
325529	I like how they represent the people, I Like that they work often they have to be the adults in the room and show professionalism and that takes responsiblily and level heasdeness. I like their tendency for health care to be affordable. 
325559	for the people. they listen to the poeple trying to improve the lives of people. 
325591	Their support for education/AO/ And their support for health care/AO/ No 
325792	That it's not fiesty. Not combative. /AE/ That's it. 
326422	There push for health care equality. /AO/ And there push for equality for senior citizens. /AO/ No 
326526	Their inclusivity of diverse races and economic backgrounds. /AE/ No. 
326602	only that there is hope for them actually i used to lean towards democrTA 20 YEARS AGO BUT WITH THE SOCIALIZSM AND BURING BUILDINGS DOWN/AO/NO 
326797	stance on social issues, 
326812	their concerned about the environment, I like the way they handle the economy /AE/ no 
326877	they are for the working man and unions//ao/ no 
326882	I think they are good, they are more for the people than the economy. They like to check up on the people//ao//no 
326904	I like their inclusivity. I like the basic of supporting the middle class. I love their social stance on LGBTQ issues and abortion rights. And democracy./ae/no 
326928	I like How they handle Human rights and citizens rights/ae/no 
327292	Its committed to the principles of the declaration of indenpendence, it is inclusionary, it is reasonalbly credible, it is committed to overcoming devisiveness. 
327329	I do like the health care in general that they are able to provide, keeping things affordable. I would say things for the working people - getting them the benefits that are provided, company's employees are taken care of/ae/no 
327381	the taxes and what they do with the money. like the gov t. benefits. 
327431	The party that works for the people/ae/No 
327514	They're more inline with my beliefs. /ae/ I like they're anti-Trump. /ae/ No. 
327799	i think the democrtic party osd for th average citizen i th ink they try to do it for th average citizen they try to create a positive outcome i theink the democrats they understand the middle class/ao/no 
328163	women's right / ae / no 
328240	i feel like they always was a forefrin or pulse of the middle class and lower class and what theyre trying to accmplush; like Biden focusing on student debt, and wantin to help with people like that, not just the 1%er and the higher classes; their view on wmwns right and letting them chossee is definitaly a positive thing as well; 
328450	I feel that they are about like trying to provide affordable health care, cap medications, and they're beliefs in a woman's right /ao/ no 
328663	I appreciate that they do their best in solving problems/ae/no 
328683	Womens rights. /AE/ Public Education /AE/ Plans for the Supreme Court, was it plans to vote them out? Plans for them to serve for a term, I think that's what it was. /AE/NO 
328824	they are concerned for people, I do see that. 
328904	more for us. their views are more for us 
329404	Its better on what were living for and thats what Im really based on Good living and treating people good, stuff like that. ao/no 
329522	I like the fact that in spite of the fact they drive me crazy about not being able to make up their minds, there is a lot of diversity and a lot of diversity in thoughts /AE/ that's good enough 
329659	the commiment of freedom of speech / ae/ no 
329714	They keep trying, they proposals are more equitable /AE/ No 
329721	the postion on the environment/AE/no 
329726	their focus on energy, they are rejoned nato, ae no 
329798	they support the family of the troops/ao/no 
329827	Everything/ae/more alligned with the middle class/ae/no 
329896	they try to be bipartisan and they try to come to a comprimise with the republican party, they don't have to be but the try// that's all I like to say 
330021	think that they have admrable stnces towrd humanitaian issue that would include ecological issues as well ae/ definietl think they are in the right direction on taxes specifically the wealth tax ae/ think generally they are more interedt in making sure as many people as possible have a good shot at a happy life ae/ thats it 
330071	they just seem more um for helping people and for doing the right thing /AE/ that's it 
330186	Their desire for more egalitarian society, their support of labor, their desire to create an economy has opportunity for everyone. /ae/And they care about the environment. /ae/ No. 
330348	Some emphatetic people in the democratic party. 
330360	They care about the welfare of everyone /AE/ Look what's best, how do I say this, they care about our standing in the world /AE/ Respectful /AE/ I think that's all. 
330404	I like that it is more humane./ae/no 
330469	fhylosophy of government. 
330587	i like the inclusiveness, i like the econimic policy in general, i appreiciate social positions of the democratic party, like gay marriage, transrights 
330648	Que no son positivos; no se responded con seguridad; 
330767	They are factions within the democratic party that speak to my values. Not all of them, but some. Obviously I appreciate that they are fighting for reproductive rights, for civil liberties, or at least they say they are fighting, things of that nature. /AE/ thats pretty much it. 
330824	Acceptance, understanding, adaptabilbity, compassion/ae/willingness to let people make decisions for themselves/ae/no 
330886	that they are for people, mothers and stuff like that/ao/no 
330896	they work more for the people/ae/they help foreign countries- are there for the country the policies they make are positive for us/ae/they are fair to people/ae/no 
330993	abortion rihgts, 
331126	feel like Democratic party is more inclusive /ao/ no guess that's all. 
331168	their stance on aboration their stance on gay marriage and lgbtq rights 
331180	Today nothing, pre 74 the majority of their platform. They have gone off the political rails. Just as the Republicans if they don't get their act together will go off the political rails. /AO/ 
331265	I guess historically they have been good on a social level in the past. But for now I don't care what they do economically. /AE/ Not really that I can think of. 
331304	there is a sense of trying to lift up the lower class and allow them to succeed, help them to go to school, sense of trying to create affordable housing, support unions, and immigration as well, everyone have a chance to succeed in this country, not only a certain type of group /ae/ 
331305	They treat people fair. 
331503	immigration/ae/that's it 
331565	They were gonna go try and cancel student debt but that was a stupid idea. Good on them for them to try to do it but I knew it wasn't gonna work. /AE/ No. 
331714	I don't like billionaires and I'm, uh, for bernie sanders and I've been for Bernie Sanders for a long time and I just dont think the rich elietes know what it's like to be a normal person and I don't think either the democratic party or the republican party are very good at that but I do think the democratic party is better, but there are plenty of billionaires in the democratic party, but I guess I trust the billionaires in the democratic party more than the billionaires in the republican party, but I wish I didn't have to choose, I wish Bernie Sanders won in 2020. I just feel like I'm picking between billionaires, and I don't know what it's like to be a billionaire, and I don't think billionaires know what it's like to be a middle class person. 
331869	i feel theres more free speech /ao/ thats it 
332094	I feel like they're more for the worker, locally i feel they stand more for our mining and local projects 
332433	women's rights, abortions, LGQUt, immigration, tax policies for low and middle class workers, foreign relations 
332721	There social programs/ao/no 
332912	in general I am in alignment with the democratic platform around social issues and in general environmental issues/ae/i think that sums it up 
332958	I just like democrats, being a part of them. They think that no war, this that and the other thing and that's what I like. /AE/ No 
333314	 i think they listen to the american people, republican think about trump and just him , you never hear them talk about the people except negative, we live and california 
333335	willingnees to help other people 
333344	The representation and general social stances. /AE/ NO 
333718	They say that they are out for helping the poor or the underclass people. I like that they say it. 
333756	At least they are willing to give lip service to fulfilling the needs of the average person/ae/I think they are more likely to help get national health care which is what my goal is/ae/no 
333861	i think they are more inclusive/ao/most of the members are trust worthy/ao/no 
334591	I think the Democratic party actually cares about people. Their policies are pro labor and pro environment and the democrats actually seem like they want to be a functional government. 
334700	they try, they try to appeal to the people, not always successful but they try /ao/ that it 
334823	I've always liked their compassion. Like Kamala they work for the people. 
334906	generally go with a more progressive view so the dems line up best with my views and values/ao/no 
335043	democtrati party has more diversity when trying to expand the country prolong the county more generation where poeple are starting to speak up you are seein gmore voises in the democratic party 
335208	I feel they aim for inclusiveness, and unity and fairness. /AE/ no 
335322	i think they're for the people, they like to get things done, they hear us when we speak, I don't know how to explain it 
335388	Their focus on caring for people in unfortunate positions and people who are seen as lesser. A/E No 
335445	more logical policy for most americans, 
335760	They are well organized and stay on-message. /ae/ No. 
335830	I like their stance on gay rights and I like their stance on abortion and I like their supposed stance on social security and medicare/AO// 
335946	Women's rights/ae/positiviy toward LGBTQ rights/ae/no 
336184	Their position toward the middle class, their tax policy toward people of extreme wealth, their coalition building among nations, the success they've had with the infrastructure bill, their resolute stand on voting rights, their formulation of a bi-partisan immigration bill. Their ability to combat the COVID situation, their positive outlook for America. 
336218	There support of equal rights and abortion rights ad marraige equality /ao/ no 
336278	I feel like it depends on the individual that is representing the Democratic party. I don't know the exact stand point of the parties themselves. /AO/ 
336525	policies /AE/ no that's pretty much it, I mean I guess htey are more =inclusive and less trying to blame especially with more the republicans these days are blaming foreigners quite a bit /AE/ no 
336728	Their for the working class, the support of religous freedom, support of womens rights and their support of democracy and NATOa/e 
336818	The focuse on the environment and indangered species, I like all of gods creatures, I don't want to see any of them go extent//ao// no 
336826	Gun control policies, abortion policies, climate policies, social issues across the board. /AE/ No I'm okay with that 
336978	Some of the people they have /AE/ Their policies /AE/ Off the top of my head no 
337374	a women right to choose, i think that opening our border to immigrants is important on providing , more open to asylum and willing to host immigrants seeking asylum, agree on Dem gun restrictions, desire to ban high capacity cartridgres make it safer for citizens to exist 
337421	Favor to the working class /AE/ Stance on immigration /AE/ No 
338080	i like the theory of social programs/ao/no 
338097	i guess they are fighting to do what's right 
338238	They seem to be for all people other than big cooporations, they don't mind wealthy people, have the country's best interests for all the people not juts some of the people, have tried to have policies that benefit all of the people, appreiacte that thye feel strongly about the important of education, support for: woenn's rights, abortions rights, gay rights /AE/ No 
338347	the idea of passing legislation to better the ewhole of the country trying to pas legislation that brings the country forward not backwards/ae/ welcomeing Immigration/ae/ supporting the Federal Reserve board of continuing to be Independent. /ae/ being respectful of the currents Preseident. 
338419	Environmental protection/ae/education/ae/no 
338430	the fact of abortion Policy. I dont agree with abortion its their Body let them do what they want./ae/they agree with governemnt assistance and alot of peeps in america need it now./ae/no 
338533	I like some of their social stances, I feel like in some case they go to extreme with it. I am for helping people generally. 
338599	I like what they stand for. 
338843	They are more open minded. They are more inclusive. 
338937	overall acceptance of people and human rights 
338939	Thats it attempting to lean socialist and has good intentions. 
338976	Progressive, open-minded, typically wants to work together, open to change /ae/ no 
339168	 they inclde every body. 
339335	Some of their enviornmental policies /AE/ No 
339452	They seem to be more open minded and modern. A/e- No 
339478	their forward thinking /AE/ their generally compassionate /AE/ no 
339480	I feel like their trying to do better for the economy /AE/ no 
339506	in general they want to move the counmtry forward/ae/ they want to protect people who need it/ae/ the want to protect women's rights/ae/ 
339808	The ability to feel like religion isn't a part of their policies at all. /AE/ Their willingness to help people that have needs like refugees, poor people, people that need healthcare. /AE/ No. 
339850	I like that people are thought of individually and I like that abortions are allowed under Democratic leadership/ae/no 
340121	From a historical basis they've always been more live and let live and I liked a classical liberal approach. /AE/No. 
340249	basically everything i listed there for the demogratic party/ao/ 
340828	they are standing up for the constitution and legal b\views and battaling to keep democracy alive and also abortion.ao/ 
340910	focus on human rights and equality and not taking away individuals right /ao/ no 
341119	they try to explain things to the avg people, most people dont deal with the politicians feelings like the west coast vs the east coast/ae/i think they truthfully are trying to please the american people but I wonder if they really know how, been set in their ways for so many yrs that they are having a hard time making so many adjustments, the way trump acts you would think he would still be in office/ae/ no 
341266	think it;s for democracy, i've always been for he democratic party, no i don't think there's amything in particular 
341524	I like the stance on abortion rights, I like I think hopefully the push for paid parental leave nationally, support for families, I like immigration policies and international relations, that's all I can think about right now. Oh, actually, I like increasing taxes for very high earners, the top 1%--I like that idea. That's all I can think of. /ae/ No. 
341604	they just seem to look out for the people across the board from poor to rich 
341784	I like where they stand on funding education and social services. /ae/ I like their stand on environmental issues and freedom of choice for women's bodies, abortion, reproductive rights. /ae/ No 
341846	They believe in people and giving them a chance. They believe in education. I dont know its hard to put in words. Im sure it is I cant come up with an intelligent thing. 
341865	i like some of their policies on diversity and inclusion and that's about all I think I have. AE nah 
341904	From my experience again, with my friends that are for the Democratic party. I guess what attracts them more is that they are geared more towards equality and social justice. I think that is it from my experience. /AO/ No 
341906	Well I was taught in college and I still believe that the democratic party will help our social services more than the repulican party /AE/ Nothing that I can think of right at the moment 
342163	The quality, diversity, healthcare, gun control, abortion, gun control again, colege tuition /AE/ No 
342520	they will have hope to fight aganist unfavable laws that allow police stand by and let those people walk free, basicly they don't let those people walk free//ao/ they still give in america that all people can be americans not just because of race of creed which is being simple americans//ao/ no not at this time, I don't have anything else 
342690	i like their views on womens reproductive rt, views on positivity toward immigration, like most policies 
342720	i don't like how they lean toward socialist policies, not caring for our own homeless and veterans, they shoudl be top priority, not someone who enter illegally, i don't like how people are committing crimes and not receiving any punishment, they're out within..., i don't like the way thyre busing illegals and dropping them off in our country, other countries are not bringing us their quality citizens. id on't they treat people the same, id on't think they treated biden the same, I don't like how theyre controlling the media 
342721	Liberalism, freedom of choice, freedom of expression, less bias, less predjudice /AE/ No 
342766	They are for the people AE NO 
342810	Policies, economic. programs for underprevilige folks here in the US general values. 
343051	it the pass they had some very good : there were closer to how i ... they have some good ideas abou they were standed for / ae / they still have something very good, thinking about being more equal between the population and equality / ae / no 
343215	The assistance that they give to the people AE 
343223	They support the right for woman to choose. /AO/ No 
343288	They seem professional and support our allies abroad. 
343512	they accept election results 
343884	The Democratic Party to me seems to be much more inclusive and accepting of gender, LGBTQAI+ and supporting abortion. 
343894	they seem to be the ones fighting for equality and labor rights , they are the ones fighting to election entergrity and everyone gets a say,voting entegrity ensuring that everyone can vote, economic policies are better at providing opportunity for everyone, they're doing something about climate change, they're doing something about climate change 
343932	Their Policies that they try to pass tend to align with my views more/ae/social welfare, environmental 
343994	I feel their more in tune with rights for everyone and I feel they may be the best choice in the immediate future /AE/ no that's it 
344010	I like the fact that they are willing to accept people for seemingly who they are, push issues that are really for the people, such as small town crime, women's rights or bodily right in general, everyone, man and women have the right to have rights to their body. I feel like the democratic party is more favorable when it comes to children's rights and animal rights actually. /AE/ Um, no I think that's it. 
344207	I like that thier a check agaisnt repbulicans/AO/ NO 
344251	I think the democriatic party is all for the people, tries to get things done for the ppl, that the R party is only doing things for DT, and not for the ppl/AE/ thats it 
344295	More socially progressive, more socially progressive policy, more welcoming stance on immigration and refuges, student loan forgiveness is nice /ae/No. 
344332	they are accepting of all walks of life, generally postive toward LGBT communities, things put forward that try to help middle and lower income people /ao/ no 
344488	their policies tend to resonate with my personal values /ao/no 
344543	I like that their proposals and amendments tend to be for the general majority of the population. A/E That;s it 
344826	They seem more honest than the Republicans 
344859	A female running for president. Support prochoice in certain scenarios. They seem to be more friendly and accepting of people from other countries in the US. More diversity of race and sex represented. 
344977	yes, um i like that the democratic party is interested in governing the party and not always may not go their way they are responcible aprety but they try to govern or ytry to govern instead of being self serving thwey at least try and talke care of the people/ao /well in general the democratic presidents tend to be be more succsessful and noe economics catastroby like the other prty does/ao/no 
345337	At least in promice they views tend to align with what I'd like to see in America. Healthcare for all, better education, better public transit, better gov regulation over things like insulen. Regulation of jacking up the prices for something as important as insulen. /AE/ No. 
345364	Things seem a little more safe. /AE/ No. 
345378	i like they try to look out for our world, the global environmental stuff, i like the female rights, like abortion,/ae/ no 
345491	THEY ARE FOR THE PEOPLE/and the other guys are for themselves ao/no 
345550	They are more people friendly a/E No 
345578	more diverse voices, committment to individual rights, a belief the government help 
345802	there are members of the democratic party who, I have a pogressive viewpoint that is comes out of my faith and so beliefs that I hold very close, part of who I am, is justice, equality, people having, gvmt taking care of the citizens of the country in whatever way that looks like, be it the gvmt provides that support or sets the stage or environment in which people can provide that support for each other, and the democratic party most closely aligns and the democratic party since we are in an essentially two party system is the party I feel like I need to choose over and over again/ae/ I like the decision that was made boldly and also out of desperation late in the campaign for Joe Biden to step down and for Kamala Harris to become the presidential candidate/ae/no 
345831	The overall sense that they listen and that they try to look out for the middle class and lower class people./ AE/ NO 
345922	Problem solving, pragmatic, relatable /AE/ No 
346005	Well they've always, even in the past even when I was growing up, you know they supported the basic like, working rights of man, of women and men. But lately again it's politics that's gotten involved and the favoritism of one group over another. And they're gone too much to the left, too much to the left. /AE/ Not, no. 
346089	They're progressive, they're common sense litigation, common sense things that are good for the american people. They're highly worried about gun contro, highly worried about education, theyre intertwined, as well as women's rights, as well as eerything that happened during the pandemic. Food insecurity and access to resources in rural areas. /AE/ That's it for now. 
346093	their social Policies/ae/no[CHAR(13)][CHAR(10)] 
346116	the original democratic party was based on farmer labor, my father was involved in that, I think they are just more concerned with people and this country, 
346251	I guess i like that they still seem somewhat beholden to ethical standards, generally beholden to what seems to be the general societal consensus like abortion or civil rights for instance/AO// 
346443	it's pluralistic, favorable toward minorities, inclusive, women promoting /ao/ having an actual platform, /ao/ that's good. 
346515	I like their policy /ao/ seem to general care about what happens to citizens /ao/ nope 
346628	It feels like they're more open to listening to society as a whole. /ae/ They create or help fund social programs. /ae/ It feels like they're more aware of the country as a whole and looking at everyone more equal. /ae/ I prefer their stance on abortion rights and immigration. /ae/ It feels like they look forward into the future and are more accountable than the republicans. /ae/ That's it for now. 
346786	Women' reproductive rights AE 
346848	I do like how they listen more to the people. I would say the government assistance they've helped citizens gain access to. 
346911	I think the democratic party is definitely more on the inclusive and justice side of our society/ae/ i think when the democrats have been in power they have made better decisions economically/ae/they seem to have a cadre of very competent people/ae/no 
347261	I feel like they lean more left , theyre for unions and workers rights. They are for abortion. 
347406	they nseem to have their plan in order and they habve anumber of imprrseeive candidTED IN LIEN FOR IMPORT POSITIONS/AO/no 
347472	I like that they are trying to get our reproductive rights back/ao/ They try to financially help the lower and middle class. I like that they push social and economic programs for americans /ao/ Thats pretty much it 
347591	it seem to be for middle class people or working people /AE/ that's it 
347759	For the most part they are willing to listen and allow both sides to have a voice/AO/I like the sucesses that they've had and the things they've tried to do that the GOP has blocked// 
347801	The Democrat's party is in favor of everyone being allowed to vote as a citizen, making voting more accessible, not trying to block voting, and Democrats are for a woman's right over her own healthcare and body. /AE/ No. 
348052	I like it when they can work together. It seems like they should work together more. /AE/ I think that's it. 
348423	I appreciate their diversity, their concern about the marginialized. Healthcare being provided by the state rather than just private/ae/Environmental policies...greener environmental policies. They care about global warming. They don't believe it's just a myth. /ae/no 
348758	that its no the replican party/ao/no given that my identy im going bto stock with democrats 
348761	That they are in favor of womans rights/ AE/ I guess looking out for the economy./AE/ no thats all 
348962	their position regarding crime and inmigration, AE they do more for the low class / poor people 
349098	i like that for th most part it tries to include all people like their race, gender, religion and it allows that to kind of rive where the party leans, whether more moderate or progressive at times 
349275	They try to pust the decrimization of drugs. 
349479	More traditional pro choice, I've never had to deal with it because i'm not a woman. I do like Kennedy, but I do not like the current democrat party or enthused with. Just mostly policy and how things have been handled. I just like Kennedy, finding solutions to everyday problems that he would talk about. 
349491	Maybe the tax strategies 
349670	I like that they are for the people. I like their policies; they're more in line with everyday living, things that people need. The things that people need: Healthcare, jobs, better schools, it seems to me that the Democrats care more about people than the Republicans do./AE/No. 
349864	I like the idea of democratic party wants to work with the middle class, small business, consider health care as a right. I also like that they believe in global warming and belive in working and tryng to improve the enivornment/AO/Seems like they are more human, they have more understanding and the importance of family, immigration/AO/ No 
350000	They are for abortion and want to reinstate it nation wide and want to tax the rich more and the poor less. Continue funding medicare and social security. Share my values 
350030	trying rhwir best to take cRE OF PEOPLE AND IMPROVE THE COUNTRY, THEY ARE HNEST, thry believe in science ae/ thats enoough 
350302	I like that they're more for the people having a free voice like free choice, they listen for more opinions in the democartic party, I would say those two reasonings 
350327	The steady growth and how the covid situation in terms of the market and/ Starting again. The post covid recovery in terms of the market, specifically umm, then if specifically talk about the democratic parties the immigration policies, specifically I like the immigration policies. /AO/ Those are the things I can think of. /AO/ No 
350387	social issues, and some economic reforms student debt 
350724	They are even, they're substantial, They have always been there for everybody, For the commn people. 
350868	healthcare is important and they have done more about HC reform/ae/ climate issues and immigration is such a huge topic and I dont know the answer 
350980	fight for the middle class, and lower class/AE/no 
351012	do try to help people out a little, they seem to help other countries more than us 
351238	They're more caring about huminity. The concerns of the people. 
351535	Their inclusiveness, their fairness, their openness, their support of humanity, which I guess all that other stuff adds up to /ae/ No. 
351784	policies 
351859	Policies, handling of racial issues, issues with women's rights, abortion, issues with gay people and trans people, generally about it. /AE/ Off the top of my head no. 
352003	stance on women's righs/ae/no 
352166	They have they opinons they try to fight, they upstanding, they do they best. /AO/ They try to help the people. /AO/ They have, you can count on them and they won't, okay I can't say they wont let you down but they try to be there the best way they know how. /AO/ No 
352264	I like thta we are for change and uniting the nation as one, liking that people can keep their birthright, and to keep everyone together. 
352275	I believe in everything that they stand for and that they represent /ae/ no 
352409	I like a lot of the people in it and the people that are running. /AE/ That's general. 
352423	Forward thinking. Reflects my views. They have a poitive vision for the future. /AE/ no 
352461	they seem to have a two party members who have a head on their shoulders like robert f keneddy and tulsi and they have conservative views/ao/no 
352538	they favor more to middle and lower class 
352953	Some of the senators and congressman i like/ae/no 
353269	they are cohesive/ao/no 
353415	They seem to concern themselves more with the wellbeing of individuals over the wellbeing of corporations. /AE/ No 
353983	they see the value of the social safety net, they can environmental policy more serious, some of the members dpn't seem to be as heartless 
354122	I think there's more people who's values I agree with like social policies and what not on that side. /AE/ No. 
354499	the demoxtric party is working to help the working class and the republican party is try to do the opposite and we are the pones paying for it 
354560	They seem to be more committed to decency. And values of how human beings should interact. /AE/ I like that they stood up to get Biden to step down from running /AE/ I agree with their overall stance on abortion, women's rights more specifically. /AE/ No 
354599	there are atune to care of the under priveledge, immigration issues, softer thinking about people issue, immigration being don't think illegal immigrants schould be allowe is unfafir for people who apply and go thru the process 
354679	I like when they help the poor people, /ao/ the people that is in need /ao/ no 
354834	I think the Democratic make everyone feel that there is something in the party that is there for them, I also believe they do a very good job of displaying their beliefs open and public so the citizens know what their stans is as. 
354914	Well right now I like that for the most part the Democrats really try to govern. I like the laws they've passed that have given us improved infrastructure, I like that so many jobs have been created, I like that interest rates are coming down, I like that they're respectful of women, I should've said that the republican party was disrespectful of women. I like that there was no squabbling, i liked that they backed kamala right away. I also like our Democratic seenator Chris Murphy, whenever I've asked him a question I've gotten a response. I've personally met Joe Courtney, our state senator, and I think he's done a lot for the area. And I don't know how to put this to words, when my daughter worked for jumpstart, she was doing one of their projects which was read for the record, and she asked Joe Courtney to attend, and he did. I also like that Chris Murphy was able to finally get some change to the gun laws. /AE/ I like that at this point they have big tent. And are welcoming to, all, they're open to I don't know how to put this, they have a big tent. /AE/ I think that's enough for now. 
355008	Son mas calidos /ao/ Que no estan tan encontra con la inmigracion/ao/No seria todo 
355323	The pick people over profit/ae/no 
355622	civil rights, economy, separation church state. abortion, 
355971	they try not to be racist and they try to be welcoming. and they claim to care about the environment, but they go overboard with the whole green stuff so. /ae/ no. 
356134	consitency about empathy, ethic around helping working people and the goal, big tent for lot of people ingtegrety about the election and democracy. queer rights, woman rights justice for people of color. 
356695	From how their politics have been explained to me from my parents and how I've seen them growing up I think that there is more of a feeling that it's for the people and not just for the country, if that makes sense /AE/ In all of US history the democratic party has had a better functioning economy /AE/ I would say nothing else off the top of my head 
356884	better social policies//ao// I do like a more forward thinking agenda which includes enviromental protection and as well as LGBT rights and access to abortion for women who need them//ao// no 
356927	Umm I feel like they are more representative of the people that they serve. Their policies obviously fall inline a lot more with my personal beliefs. /AE/ I feel like they're much more of a forward looking party. They put policies in place looking towards the future of the nation. /AE/ I feel like they just have more compassion and care towards minority groups. /AE/ That's all for right now. 
357011	Kamala used the word...I believe in the collective. And that is what we are all about. Trying to nurture the feeling of the collective. That we really are one people. A/E No. 
357072	pro women's rights/ae/ better with the economy/ae/ support for Ukraine/ better welfare for those who need it/ae/ party members are better and not convicted felons/ 
357625	I like that it's inclusive, I think its out to represent the people of the country, I like most of the liberal stances, I don't agree with everything but for the most part I do, i like that its the party that stands up for democracy and the constitution. And I will add that the democratic party tries to come up with a balance between state and federal rights that I agree with. /AE/ I think they have avery strong bench, I think they have strong candidates for future elections, we've just got to win this one. /AE/ Yes well that's everything to mention. 
357680	They are very diverse, they care about my values, more incluse and open to ideas. they are the only party that champening the reproductive freedom, is the party willing to treat people with dignity and respect.AO/ no. 
357891	They are socially liberal, they do their best to insure there is an adaquate safety net for the people who need it, at least they try. They understand the core concept that business financial health does is not equivalent to the financial health of the rest of the population. 
357911	they general try to help / ae / give away more money during COVID / ae / no 
358037	Choice /wm/ pro-choice /ae/ no 
358067	it seems at times they have good intentions/ae/at times they have good intentions/ae/some of them have good ideas/ae/no 
358072	I feel like they are more for the common people /ao/ no 
358094	I'm registered as a Democrat. I think they are a party of the people. 
358575	their economic approach of supporting thos eho need help by taxing the btter off. providing a social and economic safety net./ae/ supporting personal freedoms such as pro lGBTQ and abotions policies/ae/ no 
